Codigo Instit.,Codigo Curso,Nome da Instituicao,Nome do Curso,Grau,Vagas Iniciais
1113,9548,Universidade do Porto - Faculdade de Medicina Dentária,Medicina Dentária,MI,65
1114,9066,Universidade do Porto - Faculdade de Direito,Criminologia,L1,51
1114,9078,Universidade do Porto - Faculdade de Direito,Direito,L1,172
1201,9086,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Engenharia Agronómica,L1,25
1201,9129,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Engenharia Zootécnica,L1,25
1201,9752,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Enologia,L1,36
1201,9847,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Medicina Veterinária,MI,90
1201,L237,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Engenharia e Biotecnologia Florestal,L1,26
1202,9005,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Animação Sociocultural,L1,28
1202,9023,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Ciências da Comunicação,L1,69
1202,9081,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Economia,L1,53
1202,9147,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Gestão,L1,70
1202,9196,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Línguas e Relações Empresariais,L1,58
1202,9204,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Línguas  Literaturas e Culturas,L1,37
1202,9219,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Psicologia,L1,70
1202,9238,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Serviço Social,L1,48
1202,9254,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Turismo,L1,56
1202,9803,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Teatro e Artes Performativas,L1,23
1202,9853,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Educação Básica,L1,30
1203,9052,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Comunicação e Multimédia,L1,66
1203,9089,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Civil,L1,12
1203,9104,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia e Gestão Industrial,L1,25
1203,9113,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Física,L1,20
1203,9119,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Informática,L1,145
1203,9123,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Mecânica,L1,26
1203,9455,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Biomédica,L1,23
1203,L193,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Matemática Aplicada e Ciência de Dados,L1,20
1203,L209,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,L1,26
1203,L253,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Design Sustentável,L1,40
1204,9011,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia,L1,32
1204,9012,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia e Geologia,L1,20
1204,9015,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioquímica,L1,50
1204,9379,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Ambiente,L1,20
1204,9540,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioengenharia,L1,20
1204,9554,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências da Nutrição,L1,43
1204,9707,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Desporto,L1,124
1204,9761,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Genética e Biotecnologia,L1,56
1204,9841,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Reabilitação Psicomotora,L1,20
1306,9069,Universidade da Madeira - Faculdade de Artes e Humanidades,Design,L1,30
1306,9196,Universidade da Madeira - Faculdade de Artes e Humanidades,Línguas e Relações Empresariais,L1,40
1306,9219,Universidade da Madeira - Faculdade de Artes e Humanidades,Psicologia,L1,30
1306,9720,Universidade da Madeira - Faculdade de Artes e Humanidades,Comunicação  Cultura e Organizações,L1,36
1306,9817,Universidade da Madeira - Faculdade de Artes e Humanidades,Artes Visuais,L1,20
1306,L150,Universidade da Madeira - Faculdade de Artes e Humanidades,Estudos de Cultura,L1,39
1307,9015,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Bioquímica,L1,27
1307,9089,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Civil,L1,20
1307,9107,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Eletrónica e Telecomunicações,L1,21
1307,9119,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Informática,L1,78
1307,9209,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Matemática,L1,22
1307,L208,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia de Computadores,L1,21
1308,9026,Universidade da Madeira - Faculdade de Ciências Sociais,Ciências da Educação,L1,27
1308,9081,Universidade da Madeira - Faculdade de Ciências Sociais,Economia,L1,40
1308,9147,Universidade da Madeira - Faculdade de Ciências Sociais,Gestão,L1,55
1308,9736,Universidade da Madeira - Faculdade de Ciências Sociais,Educação Física e Desporto,L1,30
1308,9853,Universidade da Madeira - Faculdade de Ciências Sociais,Educação Básica,L1,25
1309,8083,Universidade da Madeira - Faculdade de Ciências da Vida,Ciclo Básico de Medicina,PM,38
1309,9011,Universidade da Madeira - Faculdade de Ciências da Vida,Biologia,L1,20
1320,9500,Universidade da Madeira - Escola Superior de Saúde,Enfermagem,L1,25
1321,9076,Universidade da Madeira - Escola Superior de Tecnologias e Gestão,Direção e Gestão Hoteleira,L1,35
1501,9069,Universidade de Lisboa - Faculdade de Arquitetura,Design,L1,50
1501,9071,Universidade de Lisboa - Faculdade de Arquitetura,Design de Moda,L1,50
1501,9257,Universidade de Lisboa - Faculdade de Arquitetura,Arquitetura,MI,160
1501,G008,Universidade de Lisboa - Faculdade de Arquitetura,Arquitectura  área de especializ. em Interiores e Reabilitação do Edificado,MI,50
1502,8399,Universidade de Lisboa - Faculdade de Belas-Artes,Desenho,L1,47
1502,9070,Universidade de Lisboa - Faculdade de Belas-Artes,Design de Comunicação,L1,73
1502,9072,Universidade de Lisboa - Faculdade de Belas-Artes,Design de Equipamento,L1,58
1502,9754,Universidade de Lisboa - Faculdade de Belas-Artes,Escultura,L1,58
1502,9790,Universidade de Lisboa - Faculdade de Belas-Artes,Pintura,L1,56
1502,9904,Universidade de Lisboa - Faculdade de Belas-Artes,Arte Multimédia,L1,64
1502,L010,Universidade de Lisboa - Faculdade de Belas-Artes,Ciências da Arte e do Património,L1,33
1503,9011,Universidade de Lisboa - Faculdade de Ciências,Biologia,L1,174
1503,9015,Universidade de Lisboa - Faculdade de Ciências,Bioquímica,L1,70
1503,9113,Universidade de Lisboa - Faculdade de Ciências,Engenharia Física,L1,40
1503,9119,Universidade de Lisboa - Faculdade de Ciências,Engenharia Informática,L1,105
1503,9141,Universidade de Lisboa - Faculdade de Ciências,Física,L1,40
1503,9146,Universidade de Lisboa - Faculdade de Ciências,Geologia,L1,76
1503,9209,Universidade de Lisboa - Faculdade de Ciências,Matemática,L1,50
1503,9212,Universidade de Lisboa - Faculdade de Ciências,Meteorologia  Oceanografia e Geofísica,L1,25
1503,9223,Universidade de Lisboa - Faculdade de Ciências,Química,L1,29
1503,9226,Universidade de Lisboa - Faculdade de Ciências,Química Tecnológica,L1,23
1503,9381,Universidade de Lisboa - Faculdade de Ciências,Estatística Aplicada,L1,32
1503,9385,Universidade de Lisboa - Faculdade de Ciências,Matemática Aplicada,L1,77
1503,L079,Universidade de Lisboa - Faculdade de Ciências,Tecnologias de Informação,L1,65
1503,L096,Universidade de Lisboa - Faculdade de Ciências,Engenharia Geoespacial,L1,20
1503,L204,Universidade de Lisboa - Faculdade de Ciências,Engenharia Biomédica e Biofísica,L1,44
1503,L214,Universidade de Lisboa - Faculdade de Ciências,Engenharia da Energia e Ambiente,L1,30
1504,8358,Universidade de Lisboa - Faculdade de Direito,Direito (regime pós-laboral),L1,82
1504,9078,Universidade de Lisboa - Faculdade de Direito,Direito,L1,458
1505,9494,Universidade de Lisboa - Faculdade de Farmácia,Ciências Farmacêuticas,MI,218
1506,8104,Universidade de Lisboa - Faculdade de Letras,Estudos Artísticos  variante de Artes do Espetáculo,L1,49
1506,8413,Universidade de Lisboa - Faculdade de Letras,Artes e Humanidades,L1,63
1506,8458,Universidade de Lisboa - Faculdade de Letras,Estudos Gerais,L1,66
1506,9006,Universidade de Lisboa - Faculdade de Letras,Arqueologia,L1,36
1506,9040,Universidade de Lisboa - Faculdade de Letras,Ciências da Linguagem,L1,33
1506,9131,Universidade de Lisboa - Faculdade de Letras,Estudos Africanos,L1,20
1506,9133,Universidade de Lisboa - Faculdade de Letras,Estudos Clássicos,L1,20
1506,9135,Universidade de Lisboa - Faculdade de Letras,Estudos Europeus,L1,56
1506,9139,Universidade de Lisboa - Faculdade de Letras,Filosofia,L1,46
1506,9181,Universidade de Lisboa - Faculdade de Letras,História,L1,67
1506,9182,Universidade de Lisboa - Faculdade de Letras,História da Arte,L1,40
1506,9204,Universidade de Lisboa - Faculdade de Letras,Línguas  Literaturas e Culturas,L1,223
1506,9252,Universidade de Lisboa - Faculdade de Letras,Tradução,L1,58
1506,9914,Universidade de Lisboa - Faculdade de Letras,Estudos Asiáticos,L1,27
1506,9917,Universidade de Lisboa - Faculdade de Letras,Estudos Portugueses,L1,20
1506,L097,Universidade de Lisboa - Faculdade de Letras,Estudos Comparatistas,L1,20
1506,L288,Universidade de Lisboa - Faculdade de Letras,Estudos de Cultura e Comunicação Intercultural,L1,56
1507,9554,Universidade de Lisboa - Faculdade de Medicina,Ciências da Nutrição,L1,32
1507,9813,Universidade de Lisboa - Faculdade de Medicina,Medicina,MI,295
1508,9548,Universidade de Lisboa - Faculdade de Medicina Dentária,Medicina Dentária,MI,70
1508,9556,Universidade de Lisboa - Faculdade de Medicina Dentária,Higiene Oral,L1,44
1508,9791,Universidade de Lisboa - Faculdade de Medicina Dentária,Prótese Dentária,L1,28
1509,9847,Universidade de Lisboa - Faculdade de Medicina Veterinária,Medicina Veterinária,MI,109
1510,9068,Universidade de Lisboa - Faculdade de Motricidade Humana,Dança,L1,21
1510,9162,Universidade de Lisboa - Faculdade de Motricidade Humana,Gestão do Desporto,L1,35
1510,9707,Universidade de Lisboa - Faculdade de Motricidade Humana,Ciências do Desporto,L1,168
1510,9841,Universidade de Lisboa - Faculdade de Motricidade Humana,Reabilitação Psicomotora,L1,54
1511,9219,Universidade de Lisboa - Faculdade de Psicologia,Psicologia,L1,151
1513,L040,Universidade de Lisboa - Instituto de Educação,Educação e Formação,L1,80
1514,8411,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,Planeamento e Gestão do Território,L1,52
1514,9143,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,Geografia,L1,115
1515,8258,Universidade de Lisboa - Instituto Superior de Agronomia,Arquitetura Paisagista,L1,22
1515,8377,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Florestal e dos Recursos Naturais,L1,21
1515,9011,Universidade de Lisboa - Instituto Superior de Agronomia,Biologia,L1,40
1515,9086,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Agronómica,L1,60
1515,9087,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Alimentar,L1,36
1515,9099,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia do Ambiente,L1,21
1515,9129,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Zootécnica,L1,27
1516,8014,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Serviço Social (regime pós-laboral),L1,32
1516,8102,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública (regime pós-laboral),L1,41
1516,8109,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Sociologia (regime pós-laboral),L1,31
1516,8111,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Gestão de Recursos Humanos (regime pós-laboral),L1,52
1516,8363,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública e Políticas do Território (regime pós-laboral),L1,34
1516,8364,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais (regime pós-laboral),L1,52
1516,9002,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública,L1,68
1516,9019,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Ciência Política,L1,48
1516,9023,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Ciências da Comunicação,L1,56
1516,9157,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Gestão de Recursos Humanos,L1,66
1516,9229,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais,L1,70
1516,9238,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Serviço Social,L1,58
1516,9240,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Sociologia,L1,49
1516,9448,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Antropologia,L1,44
1517,9081,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Economia,L1,138
1517,9147,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Gestão,L1,168
1517,9210,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Matemática Aplicada à Economia e à Gestão,L1,60
1517,A001,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Gestão (ensino em Inglês),L1,29
1517,A006,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Economia (ensino em Inglês),L1,24
1517,A013,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Finanças (ensino em inglês),L1,32
1518,9089,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Civil,L1,140
1518,9096,Universidade de Lisboa - Instituto Superior Técnico,Engenharia de Materiais,L1,25
1518,9099,Universidade de Lisboa - Instituto Superior Técnico,Engenharia do Ambiente,L1,31
1518,9121,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Informática e de Computadores,L1,183
1518,9123,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Mecânica,L1,160
1518,9125,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Química,L1,75
1518,9257,Universidade de Lisboa - Instituto Superior Técnico,Arquitetura,MI,47
1518,9345,Universidade de Lisboa - Instituto Superior Técnico,Matemática Aplicada e Computação,L1,62
1518,9455,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Biomédica,L1,97
1518,9474,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Biológica,L1,61
1518,L162,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Naval e Oceânica,L1,30
1518,L209,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Eletrotécnica e de Computadores,L1,220
1518,L221,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Aeroespacial,L1,130
1518,L233,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Física Tecnológica,L1,102
1518,L239,Universidade de Lisboa - Instituto Superior Técnico,Engenharia de Minas e Recursos Energéticos,L1,20
1519,9098,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia de Telecomunicações e Informática,L1,55
1519,9104,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia e Gestão Industrial,L1,74
1519,9121,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia Informática e de Computadores,L1,90
1519,9912,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia Eletrónica,L1,34
3011,8005,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Marketing (regime pós-laboral),L1,20
3011,9056,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Contabilidade,L1,100
3011,9140,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Finanças,L1,22
3011,9205,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Marketing,L1,33
3011,9869,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Contabilidade (regime pós-laboral),L1,20
3011,9888,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Finanças (regime pós-laboral),L1,21
3012,8016,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Tecnologias da Informação,L1,26
3012,8405,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão da Qualidade,L1,25
3012,9235,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Secretariado e Comunicação Empresarial,L1,26
3012,L021,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão Comercial,L1,33
3012,L140,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão Pública,L1,21
3012,L194,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Eletrónica e Mecânica Industrial,L1,33
3013,9500,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Enfermagem,L1,90
3013,9504,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Fisioterapia,L1,44
3013,9890,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Terapia da Fala,L1,24
3013,L066,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Imagem Médica e Radioterapia,L1,28
3014,L135,Universidade de Aveiro - Escola Superior de Design  Gestão e Tecnologia da Produção de Aveiro-Norte,Tecnologia e Sistemas de Produção,L1,25
3014,L138,Universidade de Aveiro - Escola Superior de Design  Gestão e Tecnologia da Produção de Aveiro-Norte,Design de Produto e Tecnologia,L1,39
3021,9003,Instituto Politécnico de Beja - Escola Superior Agrária,Agronomia,L1,50
3021,9099,Instituto Politécnico de Beja - Escola Superior Agrária,Engenharia do Ambiente,L1,25
3021,9350,Instituto Politécnico de Beja - Escola Superior Agrária,Ciência e Tecnologia dos Alimentos,L1,25
3021,L157,Instituto Politécnico de Beja - Escola Superior Agrária,Tecnologias Bioanalíticas,L1,25
3022,9010,Instituto Politécnico de Beja - Escola Superior de Educação,Audiovisual e Multimédia,L1,30
3022,9238,Instituto Politécnico de Beja - Escola Superior de Educação,Serviço Social,L1,50
3022,9563,Instituto Politécnico de Beja - Escola Superior de Educação,Desporto,L1,30
3022,9853,Instituto Politécnico de Beja - Escola Superior de Educação,Educação Básica,L1,20
3023,8437,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Solicitadoria (regime de ensino a distância),L1,30
3023,9119,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Engenharia Informática,L1,60
3023,9152,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Gestão de Empresas,L1,30
3023,9242,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Solicitadoria,L1,20
3023,9254,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Turismo,L1,36
3023,9994,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Gestão de Empresas (regime pós-laboral),L1,20
3031,8015,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Solicitadoria (regime pós-laboral),L1,35
3031,8402,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão Pública (regime de ensino a distância),L1,20
3031,9056,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Contabilidade,L1,40
3031,9140,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Finanças,L1,30
3031,9152,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão de Empresas,L1,40
3031,9242,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Solicitadoria,L1,40
3031,9759,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Fiscalidade,L1,30
3031,9869,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Contabilidade (regime pós-laboral),L1,30
3031,9990,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Fiscalidade (regime pós-laboral),L1,20
3031,9994,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão de Empresas (regime pós-laboral),L1,30
3031,L140,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão Pública,L1,25
3032,8311,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia em Desenvolvimento de Jogos Digitais,L1,31
3032,8409,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia de Sistemas Informáticos,L1,31
3032,8417,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia de Sistemas Informáticos (regime pós-laboral),L1,26
3032,9104,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia e Gestão Industrial,L1,25
3032,9112,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia Eletrotécnica e de Computadores,L1,25
3032,L181,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia Informática Médica,L1,26
3033,9074,Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Industrial,L1,40
3033,9470,Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Gráfico,L1,40
3033,9873,Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Gráfico (regime pós-laboral),L1,25
3033,L260,Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Audiovisual,L1,25
3034,8156,Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,Gestão de Atividades Turísticas,L1,45
3034,8341,Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,Gestão de Atividades Turísticas (regime pós-laboral),L1,30
3034,9173,Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,Gestão Hoteleira,L1,30
3041,9085,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Enfermagem Veterinária,L1,66
3041,9086,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia Agronómica,L1,50
3041,9087,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia Alimentar,L1,25
3041,9099,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia do Ambiente,L1,39
3041,9129,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia Zootécnica,L1,28
3041,9752,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Enologia,L1,20
3041,L029,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Biologia e Biotecnologia,L1,39
3042,8323,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Línguas Estrangeiras: Inglês e Espanhol,L1,40
3042,8374,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Línguas para Relações Internacionais,L1,66
3042,9082,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Ambiental,L1,35
3042,9084,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Social,L1,90
3042,9563,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Desporto,L1,65
3042,9853,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Básica,L1,60
3042,9898,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Arte e Design,L1,61
3042,9933,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Animação e Produção Artística,L1,33
3042,L088,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Relações Lusófonas e Língua Portuguesa,L1,44
3042,L175,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Música em Contextos Comunitários,L1,30
3043,9056,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Contabilidade,L1,65
3043,9089,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Civil,L1,40
3043,9104,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia e Gestão Industrial,L1,33
3043,9112,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Eletrotécnica e de Computadores,L1,50
3043,9119,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Informática,L1,100
3043,9123,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Mecânica,L1,53
3043,9125,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Química,L1,35
3043,9147,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Gestão,L1,110
3043,9186,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Informática de Gestão,L1,55
3043,9910,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia de Energias Renováveis,L1,75
3043,A004,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Gestão de Negócios Internacionais (Curso Europeu  ensino em Inglês),L1,65
3043,L069,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Tecnologia Biomédica,L1,45
3045,8309,Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Design de Jogos Digitais,L1,66
3045,9165,Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Gestão e Administração Pública,L1,70
3045,9188,Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Informática e Comunicações,L1,40
3045,9205,Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Marketing,L1,44
3045,9213,Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Multimédia,L1,61
3045,9242,Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Solicitadoria,L1,60
3045,9254,Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Turismo,L1,54
3045,9662,Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Comunicação e Jornalismo,L1,33
3051,8397,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Engenharia de Proteção Civil,L1,22
3051,9003,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Agronomia,L1,20
3051,9085,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Enfermagem Veterinária,L1,40
3051,L093,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Biotecnologia Alimentar,L1,20
3052,9238,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Serviço Social,L1,60
3052,9485,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Secretariado,L1,40
