ID Candidato,PI,12,Nota Candidatura,E1,C1,E2,C2,E3,C3,E4,C4,E5,C5
2023,19.1,13.6,16.35,906,L188,1503,9385,1518,9121,1000,L218,1000,9019
2024,14,16.9,15.45,7080,9500,1511,9219,1518,L162,3062,9675,6800,L188
2025,15,17.4,16.2,504,9832,3135,9110,1517,9147,3143,9498,3182,8517
2026,12.6,17.5,15.05,1508,9556,1000,9119,5402,9007,1103,8258,3135,9455
2027,15.6,12.4,14,7092,9500,3182,9254,1510,9841,1203,9113,1201,9752
2028,16.4,16.3,16.35,150,9219,6800,8014,1517,9081,3063,L023,300,9146
2029,17.3,15.3,16.3,1513,L040,3163,9254,501,9448,1105,L209,1501,9071
2030,19,17.3,18.15,3022,9010,7230,L066,1000,9056,3082,9173,3101,9492
2031,13.1,19,16.05,400,9015,1506,9204,3051,9003,300,9194,1518,9257
2032,12.1,15.3,13.7,1507,9554,1000,9098,300,9455,3061,L015,1105,9125
2033,12.5,14.8,13.65,1103,L227,7045,9890,3118,9108,3105,9178,3063,9061
2034,14.2,18.8,16.5,3186,9179,3112,9005,7035,L068,604,8251,3063,9061
2035,16,13.3,14.65,3122,9119,1518,L209,400,9015,1510,9162,1105,L209
2036,16.6,16.1,16.35,300,9252,3117,9889,3163,9147,3135,9110,1000,9813
2037,14.2,14.7,14.45,1514,8411,1504,8358,1110,9813,1513,L040,1000,9113
2038,18,17.5,17.75,902,9181,602,L090,7002,9500,3063,9152,3101,8014
2039,13,17.2,15.1,3151,9005,3063,8029,7075,9500,7105,9789,1110,9708
2040,19.1,17.5,18.3,3042,9082,1000,9023,1518,9121,300,L217,3135,9117
2041,13.3,14.8,14.05,3087,9147,1502,8399,7020,L067,502,9078,1506,9204
2042,19.4,15.1,17.25,1000,9113,1518,9121,1000,9146,902,9252,300,9002
2043,16.7,19,17.85,1518,9345,7105,9789,3143,9152,1506,9917,3117,9476
2044,11.7,14,12.85,1511,9219,3118,9121,1107,9182,1203,9113,1105,9099
2045,15.9,15.3,15.6,1000,L188,3161,L164,400,9707,502,8067,3118,9126
2046,16.3,18.4,17.35,1503,9113,1000,L218,1105,9104,3012,8016,1503,9146
2047,16.3,18.5,17.4,1516,9448,3153,8111,906,L188,1105,L236,3092,9056
2048,20,16.7,18.35,1518,L209,300,9015,1103,9113,203,9210,1503,9226
2049,14,16,15,6800,9098,400,9016,3145,9808,3151,9563,3062,L095
2050,12.8,13.3,13.05,1506,9914,1510,9841,902,9181,1000,9098,1502,9790
2051,17,18.6,17.8,3131,8002,1504,8358,6800,9119,1510,9841,1107,9040
2052,14.6,17.3,15.95,1518,9121,3135,9123,7015,9500,501,9448,3042,8323
2053,18.7,13.6,16.15,1518,L162,7040,9500,903,9116,3043,9125,5402,8399
2054,16.2,11.6,13.9,3081,9070,3062,9898,6800,9081,1000,9139,7210,L066
2055,15.8,16.4,16.1,505,9694,6810,L274,400,9494,3153,8111,1518,L162
2056,15.2,16.4,15.8,1000,9056,7210,9861,3091,9005,6800,9119,1507,9554
2057,16.1,16.8,16.45,1503,9113,902,9006,6800,9219,3117,9870,1518,9123
2058,15,13.7,14.35,3062,L095,1000,9127,1000,9243,3155,9504,203,9210
2059,12.8,17.7,15.25,1000,8494,3082,9205,1503,9381,6800,9240,1204,9015
2060,15.2,14.3,14.75,1000,9229,903,9116,1507,9554,3032,L181,3117,8015
2061,17.4,19.6,18.5,300,9015,1515,9011,904,9081,602,9209,7110,9177
2062,18.8,16.6,17.7,3153,9628,506,9548,7230,9890,3011,9888,1519,9098
2063,15.9,16.1,16,3013,9500,3152,9123,1202,9238,501,9119,1107,9197
2064,14.3,17.4,15.85,1501,9257,1201,9129,400,9740,3241,9056,3052,9850
2065,15.8,14.1,14.95,507,9026,1506,8413,300,9015,3131,9563,1107,9192
2066,16.9,13.2,15.05,507,9238,3034,9173,1202,9147,7110,9995,903,9116
2067,13.1,13.5,13.3,3105,L131,1000,8183,3105,9178,3134,9205,1506,9182
2068,17.3,18,17.65,3063,8029,3118,9121,7002,9500,6800,9081,5402,8399
2069,11.2,15,13.1,1105,L209,1518,L162,1510,9841,3041,9752,902,9006
2070,17.1,12.7,14.9,3034,8156,1503,9146,3164,9664,3118,9109,7230,L066
2071,17.8,15.3,16.55,1507,9554,903,8036,501,9891,906,L188,1503,9113
2072,14.7,16.9,15.8,1506,8104,1518,L162,1000,9078,7045,9500,3062,9675
2073,16.2,11,13.6,3151,9633,3095,L061,7230,9890,7015,9549,7110,8011
2074,15.2,16.5,15.85,3153,9630,3032,8409,503,9081,3138,8015,1507,9554
2075,18.3,17.5,17.9,1105,L209,3012,L194,506,9548,3013,9504,300,9104
2076,18.6,11.3,14.95,903,L231,201,9821,300,L202,3123,9003,3091,9563
2077,14.8,12.2,13.5,3138,9045,1504,8358,3152,9092,300,9146,3117,9889
2078,10.8,14.8,12.8,3112,L134,1107,L251,3063,9722,1518,L209,3103,9457
2079,16.9,15.2,16.05,1518,9455,1202,9081,501,9119,1000,9219,3102,9242
2080,10,13.6,11.8,1107,L251,1321,9076,3118,9123,3118,9455,7002,9500
2081,15,15.9,15.45,1202,9204,3023,9119,3091,9853,1000,9785,503,9240
2082,17.5,17.9,17.7,3151,9633,1000,9098,3045,9213,3182,9123,3139,9164
2083,17.8,13.4,15.6,300,9219,903,9015,1516,9157,1508,9791,1201,9752
2084,16.9,14.7,15.8,903,L231,3102,9123,1000,9397,3064,9105,1517,A013
2085,14.4,16,15.2,1519,9104,3013,9890,3117,9242,160,8524,1503,9011
2086,14.1,13.6,13.85,6800,9927,3181,9853,3062,9853,3135,9117,1518,9099
2087,15.2,16.4,15.8,1503,L096,1501,9071,3064,9105,1204,9554,904,9081
2088,16.4,15.7,16.05,604,9219,504,9494,400,9112,1504,8358,503,9240
2089,14.4,18.9,16.65,3064,L155,1105,9540,3153,9993,7035,L068,1000,9192
2090,17.3,17.8,17.55,5402,8399,3117,9870,3135,9117,3062,9254,6800,9885
2091,17.7,17.9,17.8,3081,9853,903,9123,400,9020,1107,9023,3131,9807
2092,16.8,14.3,15.55,1518,9345,1101,9554,6800,8366,1105,9104,1104,9081
2093,19.9,14.9,17.4,1000,9146,201,9204,1503,9015,1504,8358,1517,9147
2094,14.6,13.9,14.25,1000,L215,3101,9797,1517,9210,300,9455,3091,9563
2095,16.6,17.3,16.95,3139,8442,3055,9726,3113,8439,1000,9209,3153,9993
2096,10.8,16,13.4,6810,L279,3082,9205,1000,9192,1105,L236,1000,9917
2097,17.3,13.5,15.4,503,9240,1114,9066,7210,9549,501,9113,3162,9473
2098,19.6,16.7,18.15,6800,9098,1518,9257,3081,9853,603,9347,507,9238
2099,16.6,12.9,14.75,3153,8111,1103,9113,1515,8377,502,8067,1518,9121
2100,18.4,18.6,18.5,3052,9485,3042,L175,203,9540,1507,9813,505,L109
2101,13.3,15.3,14.3,1104,9081,1103,8258,1105,9540,1509,9847,1506,L288
2102,15.5,18.3,16.9,7035,L068,3112,9876,604,9219,203,9210,3186,9168
2103,13.3,16.1,14.7,1000,9209,1519,9121,3055,9725,1103,9209,1000,9139
2104,16.8,14.7,15.75,3135,9117,1114,9066,1502,L010,300,9113,1000,9785
2105,18.3,15.7,17,1308,9147,1103,8258,1513,L040,3091,9853,501,9146
2106,16.5,17.5,17,3161,9003,1000,9056,3062,9717,903,L167,1203,9119
2107,13.5,13.9,13.7,3134,L070,1000,9223,3138,L091,150,9238,903,9096
2108,16.5,16.8,16.65,904,9081,1516,9019,603,9243,505,9139,3102,9741
2109,16.3,15,15.65,3131,8002,3117,8015,1000,9499,3138,8398,503,9240
2110,15.1,16.8,15.95,7085,9500,3143,9994,1502,L010,3153,8111,7105,9745
2111,16.2,14.4,15.3,1203,9123,502,9078,3083,L269,3145,9763,3117,9058
2112,15,19.9,17.45,7020,9500,1107,9197,3062,9731,1504,9078,1518,9474
2113,20,14.3,17.15,7002,9500,3041,9752,3185,9129,3145,9808,906,8259
2114,15.9,14.3,15.1,3164,9664,1103,9146,1320,9500,3105,9207,1502,L010
2115,15.4,16.1,15.75,1107,L251,3138,L091,603,9347,1518,9099,1517,9081
2116,20,17.3,18.65,1103,L096,1105,9540,1518,9455,3043,9125,503,9081
2117,18,14.6,16.3,300,9119,903,L231,3135,9117,1203,9113,3154,9687
2118,16.3,12.6,14.45,1508,9791,1204,9554,6810,L282,1107,9139,501,9257
2119,19.7,16.5,18.1,1000,9113,1518,L239,3242,9112,1105,9099,1518,9121
2120,16.7,14.1,15.4,1503,L204,1113,9548,300,L209,3134,9058,501,9113
2121,17,17.9,17.45,1516,9240,903,9455,1507,9554,3163,9087,300,9119
2122,14.8,14.7,14.75,502,8067,7105,L118,1202,9081,300,L209,1518,9099
2123,17.5,15.2,16.35,501,9015,400,9918,1507,9554,1109,9026,1111,9707
2124,13.8,16.3,15.05,1308,9147,3135,9125,3063,8519,1516,8102,3182,9109
2125,17.3,16.7,17,1000,9209,1308,9026,3102,9648,906,L188,7093,9500
2126,16.9,17.3,17.1,3134,9053,1111,9707,901,9554,1503,9119,501,9099
2127,17,15.6,16.3,1000,L229,1203,9113,3163,9087,1503,9113,1204,9554
2128,16.2,16.5,16.35,300,9351,300,9853,1105,9123,400,9494,1518,9099
2129,16.2,13.1,14.65,1000,L215,1107,9182,7015,L068,904,9081,501,9113
2130,12.7,15.8,14.25,506,9548,6800,8014,1109,9219,903,L167,3134,9716
2131,15.9,16.2,16.05,3063,8519,1000,9257,6800,8014,503,9240,3135,9117
2132,16.8,15.8,16.3,3062,9254,1109,9026,3101,9084,1103,9113,7003,9500
2133,18.6,17.1,17.85,3105,9207,3182,9152,3135,L089,1000,9381,501,8408
2134,15.5,16.2,15.85,3163,9723,3118,9455,3043,9125,1000,9113,203,9210
2135,16.6,15.1,15.85,400,9071,3164,9664,3055,9725,5402,8399,6800,9189
2136,16.1,16.9,16.5,1517,9147,3151,9054,400,9257,7220,9504,1000,9785
2137,18.6,17.6,18.1,3102,9123,1000,L147,1518,9455,3143,9152,602,9104
2138,17,17.4,17.2,3013,9890,140,8031,1501,9071,3153,9993,3102,9123
2139,18.1,14.4,16.25,3061,L024,3181,9084,1000,9223,3065,9119,1501,9071
2140,15.9,17.7,16.8,505,9139,3064,9105,501,9113,3064,9089,3154,L100
2141,16,15.5,15.75,3121,9853,1000,9056,1105,L209,1510,9162,3135,9117
2142,15.7,14.9,15.3,3117,9476,3102,9242,1306,9069,3052,9850,7230,8143
2143,13.2,15.6,14.4,1506,9182,1000,9817,3031,L140,1203,9113,300,9119
2144,16.1,17.9,17,505,9779,1516,8364,1518,L221,3151,9563,1000,9785
2145,17.8,17.4,17.6,3011,8005,1103,9011,7230,L066,1503,9141,1105,9096
2146,14.7,16.7,15.7,902,9181,3087,9148,1000,9019,7001,9500,1516,9157
2147,13.9,15.6,14.75,300,9069,3182,9205,3113,8439,1000,9817,3117,9870
2148,16.9,16.4,16.65,203,9003,7220,9861,150,9240,903,9126,1201,9752
2149,16.7,19.4,18.05,3064,9119,400,9025,3242,9119,506,9548,1506,9204
2150,18.5,16.1,17.3,1506,9133,903,L209,1501,9069,1000,9243,7015,L068
2151,17.9,18.6,18.25,604,9081,3031,9994,1105,9125,1000,9381,5402,8399
2152,18.6,16,17.3,1507,9554,7035,L066,902,9006,1503,L214,7220,8152
2153,15.9,16.3,16.1,1107,9240,1518,9345,1203,9089,604,9240,300,9113
2154,13.3,15.8,14.55,3082,9147,3182,9254,7230,L136,901,9554,901,9554
2155,14.5,10.2,12.35,7220,9861,300,9113,3118,9126,505,9779,3139,9164
2156,17.7,13.8,15.75,3105,9207,1502,L010,3181,9054,903,9015,3182,9123
2157,17.9,17.4,17.65,902,9240,504,9832,501,9257,1506,8104,503,9240
2158,15.1,15.7,15.4,3064,9105,3103,L127,602,9015,501,L285,906,L188
2159,16.2,20,18.1,1519,9104,3135,9110,300,9041,602,9104,7001,9500
2160,16.7,15.8,16.25,604,9219,602,9011,3131,9878,3105,9207,400,9104
2161,14.9,17,15.95,901,9554,3012,L194,903,L231,3101,9797,506,9548
2162,15.9,17.2,16.55,1202,9081,7001,9500,1109,9219,300,L209,503,9081
2163,14.7,13.7,14.2,1204,9554,3082,9205,1518,9257,901,9554,3142,L179
2164,16,14,15,3145,9763,3117,9147,400,9139,3134,9866,3045,8309
2165,13.5,17.5,15.5,3131,9563,503,9240,1000,9002,903,9015,903,9116
2166,16.2,15.8,16,7002,9500,1507,9554,1103,8258,1518,9099,300,9041
2167,14.6,15.4,15,3012,8405,1109,9026,7040,L101,1518,9099,1515,9129
2168,19.6,15.1,17.35,1507,9554,1105,9104,3062,9894,150,L041,7003,9500
2169,15.6,16.5,16.05,150,9240,3153,9629,3034,9173,3062,9894,203,9016
2170,14.7,15.7,15.2,7230,9861,3082,9205,902,9204,3151,9633,1000,L188
2171,16.7,15.5,16.1,903,L231,1519,9104,3105,L131,3143,9152,300,9252
2172,14.5,18.5,16.5,903,L231,3062,9853,300,L223,3181,9347,1105,9099
2173,13.1,14.4,13.75,1000,L188,6810,L279,1000,9381,400,9147,300,9069
2174,15.5,14.2,14.85,1102,9257,1000,9141,1104,9081,3182,9152,1516,8102
2175,18.2,13.9,16.05,3139,8442,902,9182,501,8408,3182,8517,1000,9126
2176,14.8,15.2,15,6800,8014,1510,9841,3054,9242,904,9147,3186,L021
2177,18.9,17.4,18.15,507,9026,7002,9500,904,9081,1109,9026,7002,9500
2178,19.5,18.3,18.9,300,9104,3043,9125,1502,9904,1517,9081,604,9219
2179,16.5,17.1,16.8,3102,9741,1501,9071,503,9081,1518,9345,1510,9841
2180,14.1,16.3,15.2,502,9078,3101,9853,6800,9119,501,9104,1504,9078
2181,12.6,19.1,15.85,1507,9554,7210,8141,3135,9119,201,9204,3134,9058
2182,18.1,15,16.55,3082,9205,1204,9012,902,9020,901,9554,1107,9197
2183,17.7,14,15.85,7005,9500,1503,9226,3152,9119,902,9181,1519,9121
2184,14.9,15.9,15.4,3134,9053,501,8408,400,9147,1107,9204,1000,L229
2185,13.5,14.5,14,3091,9005,3033,9470,1110,9847,1510,9841,507,9026
2186,18.6,10.9,14.75,1203,L253,3152,9112,400,9112,3151,9054,1107,L251
2187,17.9,16.6,17.25,1103,8258,7220,8149,903,9119,3103,9074,1105,L209
2188,16.2,16.2,16.2,1108,9813,3135,9110,3138,L091,3134,9043,7110,9875
2189,13.7,14.5,14.1,1517,9147,503,9081,1103,9223,3014,L135,3145,L008
2190,14.2,13.8,14,7045,8138,3186,9122,903,9123,300,9119,1308,9147
2191,15.8,13.3,14.55,1000,9113,1518,L233,1103,L096,3102,9123,1107,L251
2192,15.7,16.1,15.9,1501,9071,1504,8358,1203,9113,1000,9056,502,8067
2193,16,15.9,15.95,1504,8358,300,9119,1203,L253,1107,9006,903,L167
2194,19.6,17.2,18.4,501,9119,605,9841,1000,9223,3065,9058,1503,9146
2195,17.3,13.7,15.5,7110,8011,3081,9084,1101,9554,300,9015,3164,8464
2196,14.1,17,15.55,902,9181,1306,9817,3153,9205,903,8036,150,9219
2197,15.6,15.9,15.75,1107,9006,1110,9847,3081,9853,911,9078,3122,9119
2198,15.6,15,15.3,3153,9629,3117,9889,1000,9785,3122,9147,7002,9500
2199,15,17.8,16.4,1202,9005,3102,9112,6800,9081,3052,9850,602,L090
2200,14.6,17.4,16,3081,9084,604,L173,6800,9098,1105,9104,1107,9694
2201,14.2,15.5,14.85,3134,9053,3113,8438,150,9240,1204,9540,3117,9058
2202,15,15,15,1203,9113,400,9104,602,9751,3117,8015,3045,9213
2203,15.6,17.2,16.4,3153,9630,602,9119,1518,9099,1202,9005,3135,9123
2204,16.6,15.5,16.05,1511,9219,7001,9500,506,9548,7035,9500,3143,9156
2205,15,18.2,16.6,3012,L194,300,9212,1510,9841,1517,9147,300,9212
2206,18.8,17.1,17.95,3101,9084,300,L217,3113,9222,506,9548,1506,9204
2207,18.5,16.9,17.7,3151,9853,7015,L068,7075,9500,300,9002,902,9006
2208,17.4,15.7,16.55,506,9548,1202,9023,1105,L209,3032,8311,7075,9500
2209,19.2,13.2,16.2,1000,9023,7220,9549,3131,9853,7002,9500,7001,9500
2210,15.7,15.8,15.75,1504,8358,3103,8126,1110,9847,3083,L269,602,9016
2211,10.7,17.8,14.25,300,9146,7230,8143,1202,9147,300,9223,3062,9675
2212,19.3,14.9,17.1,1504,9078,1000,9181,3031,9990,3162,9473,3011,9056
2213,14.8,20,17.4,1104,9081,3117,8015,3182,9491,1000,9243,1110,9847
2214,13.3,16.4,14.85,1517,9081,300,9104,3011,8005,1502,9070,1516,8111
2215,14.7,17.9,16.3,902,9139,7015,9833,503,9081,1103,9223,1000,L215
2216,16.1,15.2,15.65,7105,9789,1105,L209,7210,8149,1306,9069,7110,9183
2217,14.6,15.8,15.2,3102,9690,1506,9131,7002,9500,1105,9540,1105,9540
2218,17.4,14.2,15.8,3134,9053,400,9139,1110,9813,300,9147,3118,9121
2219,12.6,16.6,14.6,3186,L116,400,9075,1502,8399,400,9257,300,9041
2220,15.5,17.1,16.3,1517,9147,203,8258,3102,9123,7045,8149,3091,9005
2221,16.7,18.7,17.7,1306,L150,3061,9016,7110,9183,603,9243,903,L167
2222,13.7,15.7,14.7,7005,9500,1517,9210,1000,9785,1000,9813,1503,9113
2223,14.5,19.2,16.85,1506,8104,1503,9141,1105,9540,1517,A013,1518,9099
2224,19.2,16.3,17.75,3113,9191,506,9548,1000,9785,1516,9157,502,8067
2225,15.7,13.4,14.55,1103,9223,203,L123,902,9181,1107,L251,3164,9498
2226,15.8,15.8,15.8,1516,8364,203,9210,6800,9156,3145,9763,3138,8398
2227,16.5,16.5,16.5,3102,9104,1518,9257,3102,L266,1504,9078,1101,9554
2228,12.8,17,14.9,7015,9504,1203,L209,3023,9994,501,9146,3134,9058
2229,17.2,14.8,16,3103,9007,602,L090,1105,9099,300,9012,1201,9752
2230,18,19,18.5,1501,9071,903,L167,1104,9147,1516,9019,1202,9081
2231,14.7,13.5,14.1,505,9135,3121,8014,1000,9139,3118,L052,1516,9002
2232,16.5,16.9,16.7,506,9548,1514,8411,3131,9878,901,9554,504,9819
2233,13.7,20,16.85,904,9081,204,9152,6800,9189,7230,8143,3182,9491
2234,19.3,16.8,18.05,3061,L015,505,L109,6800,9240,1516,9448,505,9133
2235,15.7,20,17.85,1201,9752,1506,9252,6800,9119,1203,9113,3054,9147
2236,12.4,14,13.2,1506,9252,1000,9006,6810,L279,1503,9141,901,9554
2237,14.6,12.4,13.5,1104,9081,901,9554,1308,9026,3181,9853,1510,9841
2238,15.7,16.6,16.15,300,9041,3134,9867,5402,8399,1321,9076,505,9773
2239,13.2,13.1,13.15,3138,8398,902,9139,1107,9181,3152,9112,1103,8258
2240,16.6,13.7,15.15,201,9219,150,L041,3135,9125,3064,9105,1504,8358
2241,16,19.2,17.6,3134,9053,3142,L179,7210,9549,3163,9087,7220,9504
2242,14.9,15.8,15.35,3034,9173,3102,9123,1105,9123,400,9740,6810,L282
2243,16.6,12.8,14.7,1103,8258,400,8184,6800,9189,903,9116,1000,9243
2244,13.8,18.6,16.2,1107,L251,3134,8005,1105,9099,1507,9813,902,9046
2245,12.3,15.9,14.1,1202,9254,6810,L282,1203,9113,7220,8152,503,9240
2246,14.9,15.6,15.25,3135,8316,1105,9125,3053,9111,3081,9563,3135,9089
2247,12.8,15.6,14.2,6810,L277,1506,9135,3118,9109,6800,9885,1518,9345
2248,13.5,20,16.75,501,9223,7105,9789,300,L209,1202,9005,7015,9549
2249,16.9,15.3,16.1,3123,9003,903,8036,1516,8102,400,9240,603,9257
2250,16.7,13.4,15.05,3152,L069,503,9081,1000,9119,3064,9105,1516,8363
2251,15.6,16.5,16.05,3163,9087,503,9240,505,9694,400,9104,7220,L067
2252,17.2,12.9,15.05,3135,9125,3011,8005,7002,9500,7210,8149,501,9113
2253,15.1,14.8,14.95,1306,9817,505,L109,904,9081,3063,9722,605,9841
2254,15.7,15.5,15.6,3138,9045,3105,9178,1107,9182,903,L231,3101,9084
2255,12.6,18.9,15.75,1506,9135,3134,9053,6800,L030,1501,9071,7110,9875
2256,17.4,15.9,16.65,1506,8413,5402,9007,203,9016,6800,9119,604,9219
2257,16.5,18.8,17.65,3042,9563,3033,L260,1000,9113,503,9240,3117,9058
2258,16.7,19,17.85,1518,9474,3131,9084,3045,8309,3118,9121,3131,8264
2259,17.5,15,16.25,3122,9147,1000,9104,400,9351,5402,9007,3145,L034
2260,17.5,19.1,18.3,3031,9759,3081,8337,1501,9071,150,L041,1510,9068
2261,15.6,18.4,17,3118,9123,1506,8413,1306,9720,7230,9890,7085,9500
2262,15,14.7,14.85,6810,L281,1504,9078,902,9006,3102,9123,1501,9071
2263,16.2,12.5,14.35,6800,8014,3031,9056,1503,L214,902,9023,1510,9841
2264,16.9,15.8,16.35,3091,9563,7001,9500,1510,9841,1502,9754,300,9011
2265,15.3,16.4,15.85,903,L167,3051,L093,1501,9071,1516,9023,3181,9054
2266,18.4,15.8,17.1,1000,L218,1516,9157,903,L231,7092,9500,506,9548
2267,14.2,17.8,16,6800,9157,1501,9069,300,L209,203,9016,3331,9244
2268,16.9,18.2,17.55,3012,8405,3112,9005,6800,9119,1507,9554,1000,9056
2269,15,18.4,16.7,3012,8016,1103,L227,6810,L282,1204,9707,3117,8015
2270,17.1,14.1,15.6,903,9348,1000,9181,902,9006,203,9015,1000,9104
2271,17.3,15.8,16.55,1000,L188,7005,9500,1110,9708,501,9011,1516,9157
2272,15.1,14.7,14.9,3135,9936,503,9147,1000,9243,7001,9500,1516,9002
2273,13.6,17.4,15.5,3118,9089,508,9707,7015,L068,505,9133,3102,9123
2274,16,13.9,14.95,1503,9385,300,L209,3135,9119,7105,9924,1107,9181
2275,15.3,14.8,15.05,1515,9087,300,L202,507,9026,1000,9146,1000,9397
2276,20,13.9,16.95,1107,9694,1111,9707,3113,8438,1000,9353,1306,9069
2277,14,17.2,15.6,3065,9147,7055,9556,1518,9121,903,9099,1202,9219
2278,16.9,20,18.45,1000,9113,3113,8439,3031,9759,3103,9074,300,9012
2279,13.4,15.7,14.55,3013,9500,3014,L138,7220,L067,7210,9861,1507,9554
2280,16,16.1,16.05,3062,9717,901,9554,1000,9119,7040,9500,400,9016
2281,14.4,13.8,14.1,1504,8358,7035,8149,3063,9722,3045,8309,3013,9500
2282,17,20,18.5,1518,9099,1504,9078,503,9240,201,9821,1503,9011
2283,17.3,18.1,17.7,1000,9015,903,9104,3135,9119,7210,L067,300,9853
2284,18.4,19.8,19.1,3154,L100,1114,9066,1201,9752,1202,9204,7110,9875
2285,15.7,17.4,16.55,3117,9889,400,9205,1202,9219,1107,9182,1518,L221
2286,16.4,13.4,14.9,1504,8358,6800,9081,1507,9813,3101,9797,7005,9500
2287,12.5,15.6,14.05,1202,9204,1114,9066,6810,L277,3013,9890,1104,9081
2288,16.4,16.2,16.3,6800,9157,3042,9082,6800,9156,3134,9870,505,9006
2289,16.3,17.4,16.85,1308,9081,3153,9205,400,9139,3134,9053,1107,9204
2290,16.3,17.5,16.9,903,L231,1111,9707,3243,L211,3151,9054,3034,9173
2291,16.9,18,17.45,902,9040,1503,9146,3155,9500,7210,L066,170,9081
2292,19.3,15.4,17.35,3064,9455,3135,9117,3042,9853,507,9026,1306,9069
2293,17.1,18,17.55,1518,9121,1000,9056,7015,9833,3081,9070,3118,9109
2294,14.4,12.3,13.35,1204,9761,300,9041,1504,9078,1518,9121,1110,9847
2295,13.3,12.3,12.8,3162,9473,7220,L066,1504,8358,1516,9238,7002,9500
2296,17.5,12.8,15.15,6800,9119,1000,9012,160,9011,604,9853,1107,L251
2297,13.3,11.6,12.45,400,9104,3102,9147,3112,9005,3062,9675,1503,9141
2298,20,17.4,18.7,502,8067,1505,9494,3182,9109,7080,9500,1518,L162
2299,13.7,16.1,14.9,1307,9107,7210,L068,3163,9148,901,9554,400,9813
2300,17.5,11.9,14.7,1107,9197,1504,8358,3062,9898,1000,9223,503,9081
2301,16.4,15.9,16.15,7110,9163,3064,9105,3032,8417,3134,9053,6800,9448
2302,15.1,14.7,14.9,904,9081,903,9116,7093,9500,1107,9192,3031,9990
2303,18.2,19,18.6,3063,9722,904,9081,1203,9113,1000,9127,1107,9143
2304,14.5,13.9,14.2,1503,9212,400,9074,3062,9894,300,L217,505,9143
2305,13.4,20,16.7,3131,9084,1515,9087,3023,9242,1000,9397,1114,9066
2306,17.5,19.9,18.7,1518,9121,7210,8141,1501,9071,7230,L136,1502,L010
2307,16.6,13.5,15.05,1502,8399,3153,9157,7045,8138,3135,9125,3134,9058
2308,16.9,12.3,14.6,503,9229,1105,9104,6810,L282,1103,L227,1506,9204
2309,13.6,16.7,15.15,1504,8358,1508,9791,903,9116,501,9113,604,9787
2310,16.9,15.1,16,3135,9455,3013,9890,1105,9125,3121,8014,903,9123
2311,16.4,16.6,16.5,903,L209,1107,L251,1110,9708,3011,9205,1105,L209
2312,12.4,16.1,14.25,3022,9853,1517,9147,3182,9205,3153,8111,3105,9087
2313,14.6,17.3,15.95,201,9817,902,9181,1504,8358,3182,9994,501,9891
2314,20,15.3,17.65,7210,9504,3105,L131,1000,9146,300,9123,3105,9254
2315,19.5,19.4,19.45,504,9494,7230,9504,901,9554,1515,8377,1204,9011
2316,13.1,15.6,14.35,1110,9847,3062,9894,3095,L061,3131,8002,3011,8005
2317,15.3,15.9,15.6,6800,9119,3135,9119,3063,9722,602,9104,3135,9110
2318,11.6,16.5,14.05,1502,L010,1103,L227,6800,9189,1516,9448,6800,9156
2319,16.7,14.9,15.8,3151,9054,1105,9104,1000,9147,3118,9123,3043,9125
2320,17.6,19.6,18.6,6800,9240,7230,L068,3181,9853,1517,9081,1503,9141
2321,16,16.8,16.4,501,9011,1501,G008,505,9694,1103,9086,1518,9099
2322,15,15.3,15.15,3082,9147,1000,9012,3113,8439,3031,9140,1501,9071
2323,11.8,18.5,15.15,3102,9123,3153,8111,3011,8005,3105,9207,1103,9086
2324,18.9,12.7,15.8,1504,9078,1000,9019,1519,9104,7210,9861,3331,9069
2325,17,14.4,15.7,7230,L068,904,9081,1518,L162,1308,9147,3118,9089
2326,16.6,14.2,15.4,3055,L158,300,9002,1111,9707,300,9853,1516,8364
2327,15.2,19.8,17.5,400,9225,7210,8141,1202,9196,1519,9098,3164,8464
2328,16.3,12.3,14.3,3139,9921,3034,9173,1306,9219,5402,9007,1000,9113
2329,17.4,12.6,15,1519,9121,1503,9113,3063,L023,603,9347,3065,L146
2330,13.9,16.9,15.4,501,9257,501,9099,501,9123,1000,9785,3011,8005
2331,13.3,16.1,14.7,300,9012,3182,9123,400,8184,501,9113,3135,9125
2332,14.3,16,15.15,3182,9254,3012,8016,1105,9104,1000,9381,507,9238
2333,12,18.7,15.35,3013,L066,203,9015,903,L167,1000,9078,503,9240
2334,15.8,17.1,16.45,904,9147,904,9081,505,9139,3064,9123,506,9813
2335,13.2,20,16.6,1515,9129,300,9041,1103,9223,1502,L010,3145,9763
2336,12.8,14.8,13.8,1516,9157,6810,L282,5402,8399,3065,9058,3042,8374
2337,16.7,15.2,15.95,1503,L214,400,9707,1105,9125,7002,9500,300,9123
2338,17.3,15.5,16.4,1517,9081,6800,8014,3012,L194,300,9069,300,9016
2339,17.2,16.5,16.85,1517,9081,1000,9113,506,9548,3064,9119,1107,9006
2340,13.5,15.9,14.7,300,9351,3061,9016,1000,9098,1000,9181,3331,L071
2341,15.4,18.7,17.05,7110,9076,6800,9157,505,8393,1516,9238,1000,9056
2342,15,13,14,7020,L068,1109,9026,7220,L161,3064,9104,1000,9089
2343,14.3,13.9,14.1,3031,9242,505,9139,203,9016,501,9113,1504,8358
2344,16.7,15.7,16.2,160,9185,7080,9500,7230,9861,502,8067,7001,9500
