Instituição,Curso,Vagas,Colocacoes,Nota_Mínima
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Ciências da Comunicação,69,69,15.350000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Economia,53,53,16.150000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Gestão,70,76,15.300000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Línguas e Relações Empresariais,58,59,15.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Línguas  Literaturas e Culturas,37,37,16.350000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Psicologia,70,73,15.100000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Serviço Social,48,48,15.750000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Turismo,56,52,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Teatro e Artes Performativas,23,23,16.049999
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Educação Básica,30,35,16.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Comunicação e Multimédia,66,9,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Civil,12,12,15.200000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia e Gestão Industrial,25,14,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Física,20,20,17.750000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Informática,145,55,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Mecânica,26,26,15.500000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Biomédica,23,24,14.750000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Matemática Aplicada e Ciência de Dados,20,21,14.350000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,26,26,15.600000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Design Sustentável,40,42,15.050000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia,32,33,15.100000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia e Geologia,20,20,17.049999
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioquímica,50,37,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Ambiente,20,20,15.750000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioengenharia,20,21,16.400000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências da Nutrição,43,45,16.799999
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Desporto,124,128,14.550000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Genética e Biotecnologia,56,54,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Reabilitação Psicomotora,20,20,15.650000
Universidade da Madeira - Faculdade de Artes e Humanidades,Design,30,30,15.900000
Universidade da Madeira - Faculdade de Artes e Humanidades,Línguas e Relações Empresariais,40,40,15.400000
Universidade da Madeira - Faculdade de Artes e Humanidades,Psicologia,30,30,15.600000
Universidade da Madeira - Faculdade de Artes e Humanidades,Comunicação  Cultura e Organizações,36,19,10.000000
Universidade da Madeira - Faculdade de Artes e Humanidades,Artes Visuais,20,20,14.300000
Universidade da Madeira - Faculdade de Artes e Humanidades,Estudos de Cultura,39,39,14.650000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Bioquímica,27,0,10.000000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Civil,20,0,10.000000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Eletrónica e Telecomunicações,21,21,16.900000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Informática,78,15,10.000000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Matemática,22,0,10.000000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia de Computadores,21,21,16.000000
Universidade da Madeira - Faculdade de Ciências Sociais,Ciências da Educação,27,24,10.000000
Universidade da Madeira - Faculdade de Ciências Sociais,Economia,40,40,16.100000
Universidade da Madeira - Faculdade de Ciências Sociais,Gestão,55,57,14.200000
Universidade da Madeira - Faculdade de Ciências Sociais,Educação Física e Desporto,30,30,14.500000
Universidade da Madeira - Faculdade de Ciências Sociais,Educação Básica,25,25,16.700001
Universidade da Madeira - Faculdade de Ciências da Vida,Ciclo Básico de Medicina,38,38,14.000000
Universidade da Madeira - Faculdade de Ciências da Vida,Biologia,20,20,16.250000
Universidade da Madeira - Escola Superior de Saúde,Enfermagem,25,25,15.900000
Universidade da Madeira - Escola Superior de Tecnologias e Gestão,Direção e Gestão Hoteleira,35,37,16.299999
Universidade de Lisboa - Faculdade de Arquitetura,Design,50,50,15.900000
Universidade de Lisboa - Faculdade de Arquitetura,Design de Moda,50,51,17.100000
Universidade de Lisboa - Faculdade de Arquitetura,Arquitetura,160,161,13.500000
Universidade de Lisboa - Faculdade de Arquitetura,Arquitectura  área de especializ. em Interiores e Reabilitação do Edificado,50,56,15.850000
Universidade de Lisboa - Faculdade de Belas-Artes,Desenho,47,47,16.500000
Universidade de Lisboa - Faculdade de Belas-Artes,Design de Comunicação,73,75,15.300000
Universidade de Lisboa - Faculdade de Belas-Artes,Design de Equipamento,58,58,15.900000
Universidade de Lisboa - Faculdade de Belas-Artes,Escultura,58,61,16.100000
Universidade de Lisboa - Faculdade de Belas-Artes,Pintura,56,56,16.049999
Universidade de Lisboa - Faculdade de Belas-Artes,Arte Multimédia,64,66,15.150000
Universidade de Lisboa - Faculdade de Belas-Artes,Ciências da Arte e do Património,33,34,17.500000
Universidade de Lisboa - Faculdade de Ciências,Biologia,174,174,14.100000
Universidade de Lisboa - Faculdade de Ciências,Bioquímica,70,72,14.700000
Universidade de Lisboa - Faculdade de Ciências,Engenharia Física,40,42,16.799999
Universidade de Lisboa - Faculdade de Ciências,Engenharia Informática,105,105,14.300000
Universidade de Lisboa - Faculdade de Ciências,Física,40,40,16.650000
Universidade de Lisboa - Faculdade de Ciências,Geologia,76,80,15.300000
Universidade de Lisboa - Faculdade de Ciências,Matemática,50,50,14.700000
Universidade de Lisboa - Faculdade de Ciências,Meteorologia  Oceanografia e Geofísica,25,25,16.000000
Universidade de Lisboa - Faculdade de Ciências,Química,29,29,15.600000
Universidade de Lisboa - Faculdade de Ciências,Química Tecnológica,23,25,16.250000
Universidade de Lisboa - Faculdade de Ciências,Estatística Aplicada,32,32,16.549999
Universidade de Lisboa - Faculdade de Ciências,Matemática Aplicada,77,79,15.500000
Universidade de Lisboa - Faculdade de Ciências,Tecnologias de Informação,65,13,10.000000
Universidade de Lisboa - Faculdade de Ciências,Engenharia Geoespacial,20,20,16.850000
Universidade de Lisboa - Faculdade de Ciências,Engenharia Biomédica e Biofísica,44,44,15.400000
Universidade de Lisboa - Faculdade de Ciências,Engenharia da Energia e Ambiente,30,30,16.700001
Universidade de Lisboa - Faculdade de Direito,Direito (regime pós-laboral),82,87,17.450001
Universidade de Lisboa - Faculdade de Direito,Direito,458,458,14.750000
Universidade de Lisboa - Faculdade de Farmácia,Ciências Farmacêuticas,218,150,10.000000
Universidade de Lisboa - Faculdade de Letras,Estudos Artísticos  variante de Artes do Espetáculo,49,50,15.950000
Universidade de Lisboa - Faculdade de Letras,Artes e Humanidades,63,63,15.850000
Universidade de Lisboa - Faculdade de Letras,Estudos Gerais,66,66,14.450000
Universidade de Lisboa - Faculdade de Letras,Arqueologia,36,37,15.350000
Universidade de Lisboa - Faculdade de Letras,Ciências da Linguagem,33,33,14.900000
Universidade de Lisboa - Faculdade de Letras,Estudos Africanos,20,20,15.650000
Universidade de Lisboa - Faculdade de Letras,Estudos Clássicos,20,21,17.150000
Universidade de Lisboa - Faculdade de Letras,Estudos Europeus,56,57,15.600000
Universidade de Lisboa - Faculdade de Letras,Filosofia,46,46,16.450001
Universidade de Lisboa - Faculdade de Letras,História,67,68,14.700000
Universidade de Lisboa - Faculdade de Letras,História da Arte,40,40,17.600000
Universidade de Lisboa - Faculdade de Letras,Línguas  Literaturas e Culturas,223,170,10.000000
Universidade de Lisboa - Faculdade de Letras,Tradução,58,60,14.550000
Universidade de Lisboa - Faculdade de Letras,Estudos Asiáticos,27,27,14.900000
Universidade de Lisboa - Faculdade de Letras,Estudos Portugueses,20,20,15.350000
Universidade de Lisboa - Faculdade de Letras,Estudos Comparatistas,20,22,16.700001
Universidade de Lisboa - Faculdade de Letras,Estudos de Cultura e Comunicação Intercultural,56,57,15.100000
Universidade de Lisboa - Faculdade de Medicina,Ciências da Nutrição,32,34,18.150000
Universidade de Lisboa - Faculdade de Medicina,Medicina,295,245,10.000000
Universidade de Lisboa - Faculdade de Medicina Dentária,Medicina Dentária,70,71,15.100000
Universidade de Lisboa - Faculdade de Medicina Dentária,Higiene Oral,44,45,15.200000
Universidade de Lisboa - Faculdade de Medicina Dentária,Prótese Dentária,28,29,17.250000
Universidade de Lisboa - Faculdade de Medicina Veterinária,Medicina Veterinária,109,51,10.000000
Universidade de Lisboa - Faculdade de Motricidade Humana,Dança,21,22,16.549999
Universidade de Lisboa - Faculdade de Motricidade Humana,Gestão do Desporto,35,37,17.150000
Universidade de Lisboa - Faculdade de Motricidade Humana,Ciências do Desporto,168,154,10.000000
Universidade de Lisboa - Faculdade de Motricidade Humana,Reabilitação Psicomotora,54,54,16.850000
Universidade de Lisboa - Faculdade de Psicologia,Psicologia,151,152,14.400000
Universidade de Lisboa - Instituto de Educação,Educação e Formação,80,80,15.200000
Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,Planeamento e Gestão do Território,52,52,16.450001
Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,Geografia,115,61,10.000000
Universidade de Lisboa - Instituto Superior de Agronomia,Arquitetura Paisagista,22,22,15.650000
Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Florestal e dos Recursos Naturais,21,21,16.299999
Universidade de Lisboa - Instituto Superior de Agronomia,Biologia,40,40,16.000000
Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Agronómica,60,61,14.650000
Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Alimentar,36,36,14.700000
Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia do Ambiente,21,22,15.700000
Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Zootécnica,27,29,15.900000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Serviço Social (regime pós-laboral),32,32,16.100000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública (regime pós-laboral),41,42,15.200000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Sociologia (regime pós-laboral),31,32,16.200001
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Gestão de Recursos Humanos (regime pós-laboral),52,52,14.850000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública e Políticas do Território (regime pós-laboral),34,34,16.200001
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais (regime pós-laboral),52,53,15.800000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública,68,70,15.450000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Ciência Política,48,49,16.299999
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Ciências da Comunicação,56,60,16.200001
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Gestão de Recursos Humanos,66,67,15.950000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais,70,70,15.300000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Serviço Social,58,59,15.350000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Sociologia,49,52,15.400000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Antropologia,44,44,17.150000
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Economia,138,142,15.950000
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Gestão,168,168,14.450000
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Matemática Aplicada à Economia e à Gestão,60,60,14.700000
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Gestão (ensino em Inglês),29,32,15.500000
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Economia (ensino em Inglês),24,25,16.049999
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Finanças (ensino em inglês),32,32,17.000000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Civil,140,68,10.000000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia de Materiais,25,28,16.100000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia do Ambiente,31,31,18.049999
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Informática e de Computadores,183,183,15.900000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Mecânica,160,160,14.600000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Química,75,81,15.050000
Universidade de Lisboa - Instituto Superior Técnico,Arquitetura,47,47,16.150000
Universidade de Lisboa - Instituto Superior Técnico,Matemática Aplicada e Computação,62,62,16.450001
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Biomédica,97,97,15.450000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Biológica,61,61,14.500000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Naval e Oceânica,30,31,18.000000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Eletrotécnica e de Computadores,220,224,15.450000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Aeroespacial,130,133,15.550000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Física Tecnológica,102,48,10.000000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia de Minas e Recursos Energéticos,20,20,16.650000
Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia de Telecomunicações e Informática,55,56,16.100000
Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia e Gestão Industrial,74,76,16.299999
Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia Informática e de Computadores,90,90,13.350000
Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia Eletrónica,34,34,14.700000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Marketing (regime pós-laboral),20,20,17.250000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Contabilidade,100,69,10.000000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Finanças,22,22,16.500000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Marketing,33,33,15.250000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Contabilidade (regime pós-laboral),20,20,15.800000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Finanças (regime pós-laboral),21,23,15.900000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Tecnologias da Informação,26,26,15.200000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão da Qualidade,25,25,15.550000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Secretariado e Comunicação Empresarial,26,26,16.150000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão Comercial,33,33,14.850000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão Pública,21,21,16.650000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Eletrónica e Mecânica Industrial,33,34,16.799999
Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Enfermagem,90,91,14.850000
Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Fisioterapia,44,44,15.050000
Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Terapia da Fala,24,24,16.150000
Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Imagem Médica e Radioterapia,28,30,15.350000
Universidade de Aveiro - Escola Superior de Design  Gestão e Tecnologia da Produção de Aveiro-Norte,Tecnologia e Sistemas de Produção,25,25,16.400000
Universidade de Aveiro - Escola Superior de Design  Gestão e Tecnologia da Produção de Aveiro-Norte,Design de Produto e Tecnologia,39,8,10.000000
Instituto Politécnico de Beja - Escola Superior Agrária,Agronomia,50,0,10.000000
Instituto Politécnico de Beja - Escola Superior Agrária,Engenharia do Ambiente,25,1,10.000000
Instituto Politécnico de Beja - Escola Superior Agrária,Ciência e Tecnologia dos Alimentos,25,0,10.000000
Instituto Politécnico de Beja - Escola Superior Agrária,Tecnologias Bioanalíticas,25,25,14.750000
Instituto Politécnico de Beja - Escola Superior de Educação,Audiovisual e Multimédia,30,30,15.700000
Instituto Politécnico de Beja - Escola Superior de Educação,Serviço Social,50,50,14.500000
Instituto Politécnico de Beja - Escola Superior de Educação,Desporto,30,23,10.000000
Instituto Politécnico de Beja - Escola Superior de Educação,Educação Básica,20,21,15.900000
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Solicitadoria (regime de ensino a distância),30,30,14.950000
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Engenharia Informática,60,61,14.950000
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Gestão de Empresas,30,31,15.200000
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Solicitadoria,20,21,15.750000
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Turismo,36,1,10.000000
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Gestão de Empresas (regime pós-laboral),20,21,16.549999
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Solicitadoria (regime pós-laboral),35,31,10.000000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão Pública (regime de ensino a distância),20,20,16.900000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Contabilidade,40,40,15.600000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Finanças,30,32,16.000000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão de Empresas,40,40,15.950000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Solicitadoria,40,44,15.100000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Fiscalidade,30,31,15.500000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Contabilidade (regime pós-laboral),30,31,15.100000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Fiscalidade (regime pós-laboral),20,20,16.600000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão de Empresas (regime pós-laboral),30,33,15.800000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão Pública,25,25,15.950000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia em Desenvolvimento de Jogos Digitais,31,33,15.400000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia de Sistemas Informáticos,31,31,15.450000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia de Sistemas Informáticos (regime pós-laboral),26,26,14.100000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia e Gestão Industrial,25,6,10.000000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia Eletrotécnica e de Computadores,25,25,15.550000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia Informática Médica,26,26,16.400000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Industrial,40,42,15.850000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Gráfico,40,40,14.550000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Gráfico (regime pós-laboral),25,25,15.300000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Audiovisual,25,25,16.450001
Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,Gestão de Atividades Turísticas,45,45,15.000000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,Gestão de Atividades Turísticas (regime pós-laboral),30,31,15.900000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,Gestão Hoteleira,30,30,16.450001
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Enfermagem Veterinária,66,0,10.000000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia Agronómica,50,0,10.000000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia Alimentar,25,3,10.000000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia do Ambiente,39,0,10.000000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia Zootécnica,28,3,10.000000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Enologia,20,20,15.700000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Biologia e Biotecnologia,39,41,15.700000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Línguas Estrangeiras: Inglês e Espanhol,40,42,16.049999
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Línguas para Relações Internacionais,66,5,10.000000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Ambiental,35,37,16.150000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Social,90,90,13.900000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Desporto,65,43,10.000000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Básica,60,61,15.100000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Arte e Design,61,16,10.000000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Animação e Produção Artística,33,9,10.000000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Relações Lusófonas e Língua Portuguesa,44,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Música em Contextos Comunitários,30,31,16.150000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Contabilidade,65,5,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Civil,40,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia e Gestão Industrial,33,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Eletrotécnica e de Computadores,50,50,14.650000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Informática,100,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Mecânica,53,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Química,35,35,16.799999
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Gestão,110,8,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Informática de Gestão,55,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia de Energias Renováveis,75,33,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Gestão de Negócios Internacionais (Curso Europeu  ensino em Inglês),65,39,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Tecnologia Biomédica,45,45,14.000000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Design de Jogos Digitais,66,43,10.000000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Gestão e Administração Pública,70,1,10.000000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Informática e Comunicações,40,41,15.750000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Marketing,44,45,14.850000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Multimédia,61,62,15.450000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Solicitadoria,60,32,10.000000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Turismo,54,57,14.900000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Comunicação e Jornalismo,33,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Engenharia de Proteção Civil,22,14,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Agronomia,20,20,16.450001
Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Enfermagem Veterinária,40,14,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Biotecnologia Alimentar,20,21,16.950001
Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Serviço Social,60,16,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Secretariado,40,40,15.700000
Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Desporto e Atividade Física,55,37,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Educação Básica,35,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia das Energias Renováveis,33,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Civil,20,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia e Gestão Industrial,20,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Eletrotécnica e das Telecomunicações,27,27,15.700000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Informática,90,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Informática e Multimédia,35,37,14.900000
Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Gestão,45,45,15.600000
Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Solicitadoria,40,23,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Turismo,25,18,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Gestão Comercial,40,41,15.650000
Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas,Design de Interiores e Equipamento,45,47,15.550000
Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas,Design de Moda e Têxtil,42,43,16.049999
Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas,Design de Comunicação e Audiovisual,60,61,15.350000
Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Biotecnologia,44,44,14.850000
Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Enfermagem Veterinária,30,7,10.000000
