Candidato,Nota
15067,15.550000
15068,14.750000
15079,15.050000
15082,15.100000
15084,14.500000
15087,12.600000
15089,14.650000
15090,14.950000
15094,13.700000
15104,14.950000
15113,14.750000
15117,14.250000
15128,15.500000
15130,14.800000
15131,14.200000
15133,14.600000
15152,13.850000
15154,12.750000
15158,15.500000
15160,15.100000
15162,14.950000
15165,15.450000
15172,15.050000
15175,15.000000
15182,14.150000
15189,14.050000
15191,13.850000
15193,15.400000
15194,13.900000
15202,13.900000
15204,15.200000
15211,14.250000
15212,14.450000
15221,15.150000
15224,12.800000
15229,14.350000
15232,15.000000
15234,14.600000
15237,15.750000
15240,12.500000
15248,13.850000
15250,14.750000
15259,13.650000
15267,14.550000
15271,14.050000
15274,14.450000
15276,14.150000
15285,14.450000
15286,15.600000
15288,14.400000
15289,13.550000
15291,14.450000
15302,13.050000
15309,13.700000
15312,14.450000
15315,12.900000
15323,14.100000
15331,15.550000
15343,15.150000
15346,15.450000
15363,15.300000
15365,13.700000
15366,14.450000
15375,13.900000
15378,15.150000
15393,14.650000
15396,14.600000
15402,14.150000
15422,12.500000
15423,14.350000
15425,14.150000
15432,13.750000
15435,14.550000
15436,12.550000
15440,15.450000
15448,13.300000
15455,14.650000
15460,14.600000
15461,13.400000
15477,13.150000
15486,16.200001
15487,14.650000
15488,14.100000
15490,13.350000
15492,15.100000
15493,15.300000
15503,14.300000
15504,15.050000
15508,13.800000
15509,14.700000
15514,15.300000
15517,13.550000
15520,14.250000
15523,15.200000
15524,14.350000
15540,14.900000
15549,12.550000
15550,13.500000
15558,13.400000
15561,14.600000
15576,15.550000
15578,14.050000
15595,15.000000
15608,13.000000
15610,14.050000
15622,14.050000
15627,14.600000
15630,13.750000
15633,14.600000
15638,13.550000
15642,14.450000
15643,14.550000
15645,15.600000
15646,14.750000
15655,13.500000
15656,15.100000
15662,16.100000
15667,14.450000
15674,13.800000
15675,13.950000
15680,15.700000
15684,14.500000
15689,14.300000
15692,14.350000
15695,15.200000
15703,14.800000
15706,15.700000
15712,13.900000
15715,12.950000
15723,14.600000
15724,15.150000
15742,13.300000
15743,14.800000
15744,15.000000
15747,15.000000
15752,16.000000
15753,14.600000
15757,14.500000
15766,14.650000
15768,12.850000
15776,12.850000
15786,14.500000
15787,14.300000
15794,14.500000
15797,14.850000
15801,14.150000
15810,12.850000
15811,15.400000
15828,15.400000
15829,14.400000
15840,13.900000
15842,15.450000
15845,15.100000
15846,14.950000
15847,14.250000
15856,13.050000
15867,15.300000
15869,12.850000
15870,15.850000
15873,15.200000
15880,12.000000
15887,13.450000
15893,14.550000
15916,13.550000
15921,14.050000
15922,14.850000
15924,11.750000
15929,13.050000
15931,14.300000
15932,15.500000
15935,13.850000
15938,13.950000
15943,15.800000
15952,15.000000
15954,13.200000
15963,14.800000
15966,14.700000
15968,15.100000
15977,14.850000
15994,15.250000
15997,14.600000
16005,13.950000
16007,14.950000
16010,15.000000
16016,14.850000
16020,15.050000
16028,13.500000
16032,15.450000
16037,14.550000
16041,14.250000
16042,13.200000
16047,12.700000
16051,14.600000
16055,14.900000
16057,15.900000
16064,13.900000
16080,14.150000
16084,14.850000
16098,15.350000
16110,13.600000
16121,14.850000
16122,13.450000
16124,13.200000
16132,14.600000
16133,13.650000
16139,15.450000
16144,15.200000
16148,15.300000
16149,15.250000
16154,14.400000
16167,14.750000
16169,13.550000
16173,13.700000
16181,12.950000
16186,13.650000
16205,13.300000
16220,15.250000
16222,14.650000
16225,14.550000
16229,12.100000
16230,14.550000
16233,13.300000
16235,14.700000
16238,14.900000
16250,14.550000
16251,13.700000
16267,14.300000
16284,14.000000
16287,14.350000
16290,14.050000
16294,13.650000
16295,15.150000
16303,14.500000
16305,14.550000
16311,13.900000
16316,13.950000
16320,13.600000
16325,14.700000
16327,15.400000
16329,15.050000
16331,14.950000
16337,14.650000
16341,13.150000
16351,14.750000
16352,13.850000
16357,14.000000
16358,13.250000
16368,14.750000
16373,14.900000
16375,13.900000
16383,14.150000
16387,14.350000
16388,14.100000
16389,15.250000
16394,13.950000
16400,13.300000
16402,13.150000
16405,13.900000
16411,15.050000
16412,15.050000
16414,13.550000
16426,15.650000
16428,13.800000
16431,14.350000
16437,14.450000
16445,13.100000
16449,14.400000
16454,12.900000
16461,14.850000
16462,14.500000
16475,15.000000
16481,14.000000
16483,11.900000
16487,12.100000
16488,15.000000
16495,14.600000
16497,15.100000
16498,14.800000
16506,15.650000
16513,13.900000
16522,14.550000
16523,15.200000
16530,15.000000
16535,14.500000
16549,14.300000
16550,13.800000
16553,14.000000
16572,14.700000
16581,13.500000
16583,14.650000
16593,14.400000
16595,13.300000
16596,14.950000
16597,14.300000
16603,14.700000
16605,13.800000
16620,14.850000
16632,13.750000
16633,13.350000
16643,14.050000
16645,14.750000
16646,14.050000
16649,14.450000
16653,12.900000
16657,15.700000
16658,14.450000
16662,14.250000
16663,13.100000
16664,13.550000
16674,14.350000
16677,14.600000
16686,14.550000
16689,14.400000
16697,14.350000
16699,15.200000
16702,14.050000
16705,13.800000
16710,15.550000
16711,14.150000
16716,14.900000
16729,14.050000
16738,13.800000
16747,15.150000
16759,15.500000
16764,13.850000
16773,14.200000
16776,14.650000
16778,15.300000
16784,14.800000
16791,14.600000
16802,14.400000
16803,13.900000
16820,14.300000
16823,13.600000
16827,14.100000
16831,15.250000
16834,14.100000
16835,15.000000
16836,14.600000
16837,14.850000
16838,14.500000
16839,13.550000
16841,15.500000
16850,15.750000
16853,14.450000
16861,14.900000
16870,14.500000
16872,12.200000
16876,14.450000
16878,15.300000
16884,13.750000
16886,13.650000
16888,14.200000
16891,13.900000
16895,14.300000
16896,13.550000
16901,14.700000
16904,14.000000
16929,16.049999
16935,15.000000
16949,14.000000
16950,14.000000
16952,14.050000
16953,14.150000
16954,14.500000
16956,13.900000
16959,15.750000
16971,15.300000
16980,13.900000
16995,14.050000
16996,15.600000
16998,15.200000
17002,13.250000
17006,14.200000
17008,14.750000
17010,14.900000
17017,13.550000
17020,14.500000
17023,14.950000
17025,15.350000
17034,14.250000
17036,14.950000
17048,14.900000
17049,13.900000
17057,12.800000
17069,13.700000
17072,14.700000
17082,14.000000
17085,14.700000
17087,13.850000
17090,13.800000
17091,15.500000
17093,14.850000
17095,14.300000
17098,14.900000
17108,15.150000
17110,15.750000
17111,13.100000
17112,15.300000
17118,16.200001
17121,15.050000
17122,13.300000
17130,14.350000
17132,15.400000
17133,14.450000
17135,14.650000
17140,13.700000
17141,14.550000
17145,15.050000
17158,14.700000
17162,14.300000
17176,14.600000
17180,14.200000
17182,14.800000
17186,14.500000
17187,14.850000
17190,14.700000
17196,14.700000
17201,14.950000
17204,15.850000
17216,14.850000
17219,14.450000
17227,14.300000
17228,15.000000
17230,15.050000
17234,14.750000
17235,14.300000
17237,13.200000
17252,13.350000
17253,14.250000
17260,13.600000
17262,14.650000
17270,14.950000
17279,14.150000
17283,15.000000
17284,14.400000
17289,14.400000
17302,14.350000
17303,15.300000
17306,15.100000
17322,15.000000
17327,15.000000
17329,14.700000
17331,13.700000
17338,14.800000
17340,15.450000
17342,15.550000
17363,14.950000
17371,14.850000
17375,15.350000
17376,13.600000
17378,13.750000
17381,14.500000
17391,14.200000
17394,13.500000
17396,13.550000
17400,15.050000
17401,13.450000
17405,14.850000
17406,15.100000
17413,13.500000
17427,14.700000
17430,15.800000
17433,14.100000
17441,15.750000
17447,14.100000
17452,15.000000
17453,14.300000
17459,14.100000
17464,15.800000
17466,14.250000
17467,14.850000
17476,13.800000
17479,15.800000
17482,15.250000
17490,12.950000
17494,14.750000
17503,14.300000
17518,14.600000
17520,14.500000
17535,14.550000
17538,14.250000
17550,14.800000
17551,15.250000
17553,14.450000
17566,14.850000
17577,14.400000
17600,14.300000
17603,14.300000
17604,14.700000
17606,15.650000
17607,13.350000
17612,14.250000
17617,15.250000
17618,15.950000
17622,14.600000
17630,13.850000
17634,13.150000
17641,14.750000
17645,14.750000
17646,14.450000
17648,14.450000
17650,13.700000
17651,13.450000
17654,15.350000
17659,15.650000
17668,14.450000
17671,13.500000
17685,13.250000
17687,14.550000
17688,13.550000
17689,14.300000
17690,14.800000
17695,15.250000
17696,14.300000
17700,15.200000
17702,15.250000
17704,14.900000
17712,14.100000
17718,13.850000
17724,14.700000
17730,15.900000
17731,15.050000
17745,13.200000
17756,15.700000
17758,14.400000
17760,15.250000
17767,14.750000
17769,14.200000
17779,13.850000
17782,15.700000
17783,15.500000
17787,16.450001
17791,13.650000
17792,15.100000
17801,14.100000
17807,15.650000
17812,13.550000
17814,14.400000
17815,13.150000
17818,13.900000
17819,13.650000
17822,13.900000
17824,14.350000
17825,13.850000
17826,14.650000
17831,11.900000
17833,14.150000
17837,15.800000
17839,14.600000
17840,15.650000
17844,14.000000
17846,13.450000
17850,14.250000
17853,13.300000
17864,14.850000
17880,15.150000
17890,14.350000
17891,14.800000
17897,14.050000
17898,14.700000
17900,14.050000
17901,14.950000
17905,12.250000
17908,14.550000
17912,15.100000
17914,14.950000
17931,14.150000
17933,15.350000
17940,12.900000
17942,15.450000
17945,14.850000
17946,14.250000
17947,13.900000
17950,13.800000
17956,15.250000
17957,15.650000
17959,14.200000
17960,13.500000
17962,15.450000
17967,14.800000
17968,14.450000
17981,13.500000
17983,14.800000
18000,12.100000
18008,14.700000
18012,14.950000
18014,15.350000
18018,15.750000
18021,13.350000
18022,14.700000
18024,16.250000
18025,14.750000
18045,14.650000
18050,15.250000
18066,12.900000
18070,13.500000
18073,14.600000
18083,14.400000
18085,14.850000
18088,15.600000
18089,14.000000
18090,14.200000
18092,15.400000
18099,15.950000
18104,12.050000
18107,14.000000
18112,14.850000
18114,15.000000
18118,13.950000
18122,15.000000
18127,13.650000
18138,12.850000
18139,13.800000
18144,14.250000
18149,15.300000
18151,13.650000
18155,14.450000
18163,15.350000
18164,14.000000
18165,15.500000
18166,15.500000
18168,15.050000
18170,13.300000
18172,14.600000
18174,15.100000
18178,14.600000
18184,15.150000
18187,15.250000
18190,14.950000
18194,15.150000
18198,13.450000
18203,14.000000
18207,14.500000
18218,14.550000
18219,13.850000
18220,14.550000
18228,13.650000
18235,14.900000
18241,15.200000
18245,12.600000
18247,14.400000
18252,14.050000
18279,14.050000
18281,14.150000
18293,13.800000
18294,14.650000
18303,13.700000
18311,15.000000
18314,14.500000
18325,14.550000
18326,13.100000
18327,14.100000
18328,14.100000
18333,14.850000
18337,16.400000
18341,14.550000
18348,14.350000
18350,13.450000
18351,14.150000
18354,13.350000
18362,14.800000
18369,14.150000
18374,14.500000
18389,14.150000
18390,13.250000
18400,14.600000
18404,14.650000
18408,14.800000
18409,14.800000
18412,14.250000
18417,15.150000
18418,15.900000
18419,14.000000
18420,14.150000
18423,15.200000
18427,13.800000
18433,12.250000
18444,14.950000
18452,15.350000
18454,12.800000
18459,14.950000
18464,14.200000
18470,15.150000
18474,12.800000
18478,14.150000
18481,14.900000
18483,15.400000
18486,12.950000
18488,15.000000
18496,11.850000
18498,13.800000
18500,15.500000
18504,13.650000
18506,15.500000
18507,15.350000
18508,15.250000
18511,14.450000
18517,14.450000
18523,14.750000
18528,15.150000
18535,14.900000
18538,12.100000
18549,15.700000
18550,15.100000
18551,15.000000
18552,11.700000
18553,14.900000
18557,14.800000
18561,14.650000
18565,14.350000
18573,15.350000
18579,14.550000
18585,15.150000
18589,14.900000
18590,13.800000
18596,14.900000
18608,13.250000
18612,14.500000
18616,14.400000
18626,14.400000
18647,14.550000
18648,14.150000
18653,15.000000
18656,14.400000
18658,16.200001
18660,14.600000
18665,12.450000
18677,12.350000
18678,15.150000
18687,13.250000
18694,15.000000
18700,16.000000
18705,13.600000
18707,15.300000
18712,15.600000
18713,16.000000
18718,14.300000
18742,14.900000
18745,14.400000
18746,15.450000
18747,13.250000
18748,13.800000
18749,14.800000
18754,14.700000
18756,14.600000
18761,15.750000
18762,14.700000
18768,12.000000
18770,15.400000
18777,14.250000
18779,14.200000
18791,15.050000
18798,14.900000
18803,14.950000
18804,15.200000
18810,15.700000
18812,14.450000
18820,14.100000
18821,14.900000
18822,13.050000
18825,13.500000
18827,14.750000
18830,14.300000
18835,13.350000
18837,14.450000
18844,14.950000
18847,14.650000
18848,13.550000
18849,14.950000
18859,13.700000
18876,14.550000
18882,14.400000
18892,14.400000
18893,15.800000
18895,14.100000
18897,14.250000
18905,14.100000
18911,12.550000
18912,14.800000
18916,14.200000
18921,13.650000
18934,15.500000
18943,13.300000
18949,13.550000
18955,13.800000
18956,14.300000
18959,15.650000
18966,14.450000
18977,13.650000
18979,15.550000
18980,14.550000
18985,14.050000
18986,15.100000
18989,14.050000
18992,14.150000
18994,15.450000
19002,13.850000
19003,15.800000
19010,14.200000
19018,15.250000
19024,14.450000
19033,14.750000
19035,14.950000
19036,12.750000
19043,14.800000
19046,14.350000
19061,16.100000
19062,12.600000
19066,14.500000
19080,14.050000
19082,15.450000
19083,14.800000
19084,14.950000
19095,14.700000
19100,14.900000
19107,15.750000
19117,13.150000
19124,15.700000
19128,15.700000
19133,12.450000
19138,15.900000
19141,14.950000
19143,14.150000
19144,14.450000
19146,12.400000
19156,14.250000
19160,14.050000
19162,13.750000
19163,14.850000
19172,14.350000
19178,14.000000
19179,14.650000
19180,15.650000
19188,13.050000
19197,14.100000
19204,13.700000
19206,13.750000
19212,14.400000
19215,14.350000
19240,14.950000
19250,15.150000
19253,14.900000
19257,12.800000
19260,13.650000
19264,13.050000
19266,14.100000
19273,15.800000
19274,14.050000
19277,15.200000
19293,14.050000
19299,15.250000
19304,13.850000
19309,13.950000
19312,14.150000
19318,14.450000
19321,15.400000
19325,15.400000
19327,14.900000
19336,14.550000
19342,15.000000
19345,14.050000
19348,14.450000
19349,13.950000
19351,15.250000
19356,15.500000
19364,13.500000
19365,15.600000
19370,13.750000
19371,13.600000
19373,14.300000
19376,14.250000
19378,14.800000
19387,15.250000
19396,12.850000
19403,14.000000
19405,14.300000
19415,14.350000
19418,13.800000
19425,15.350000
19432,13.000000
19433,15.450000
19434,13.900000
19439,15.250000
19449,13.800000
19450,14.400000
19459,14.150000
19462,13.850000
19474,15.000000
19476,15.650000
19478,13.600000
19485,15.300000
19492,14.500000
19493,15.250000
19494,14.950000
19500,13.950000
19504,14.750000
19506,13.300000
19527,14.200000
19535,12.900000
19548,15.500000
19551,14.450000
19552,16.250000
19555,15.650000
19557,15.000000
19559,14.800000
19564,15.550000
19565,15.100000
19582,14.950000
19583,13.450000
19585,13.300000
19597,15.350000
19614,15.550000
19625,15.550000
19626,14.400000
19629,14.000000
19632,14.300000
19638,14.500000
19639,13.750000
19643,14.200000
19646,14.650000
19656,15.600000
19660,14.400000
19663,14.100000
19665,15.250000
19668,14.250000
19670,14.350000
19677,13.900000
19687,14.900000
19688,13.100000
19695,14.200000
19702,13.550000
19703,13.850000
19713,14.950000
19722,13.500000
19724,15.200000
19737,13.450000
19744,15.850000
19751,13.500000
19753,14.700000
19764,14.250000
19769,14.000000
19773,13.600000
19774,15.950000
19780,13.300000
19784,14.250000
19797,14.250000
19800,14.650000
19804,14.700000
19812,14.650000
19818,13.900000
19822,13.050000
19823,13.650000
19824,13.150000
19825,15.450000
19826,14.650000
19827,14.400000
19831,13.950000
19837,15.650000
19838,14.000000
19842,15.350000
19845,13.000000
19846,14.150000
19850,14.150000
19851,15.050000
19852,13.900000
19853,13.900000
19858,14.100000
19859,15.300000
19866,14.200000
19869,14.750000
19870,14.300000
19874,13.750000
19876,15.450000
19883,14.500000
19897,14.650000
19900,13.950000
19902,13.300000
19906,15.300000
19920,15.550000
19923,13.650000
19928,13.400000
19929,14.200000
19932,13.950000
19937,12.950000
19949,13.450000
19956,13.900000
19960,14.800000
19961,15.200000
19963,14.600000
19969,14.600000
19970,15.350000
19973,14.350000
19974,14.700000
19978,13.950000
19987,14.550000
19989,15.800000
19995,15.200000
19998,14.500000
20002,14.750000
20003,13.700000
20009,13.850000
20014,16.400000
20019,14.500000
20024,14.500000
20025,14.800000
20030,13.350000
20036,14.150000
20037,15.100000
20044,13.500000
20050,15.400000
20067,15.050000
20069,14.400000
20087,15.050000
20092,14.850000
20093,14.600000
20097,12.450000
20112,13.650000
20118,13.300000
20121,14.100000
20125,13.800000
20126,15.000000
20128,15.000000
20131,14.250000
20136,14.700000
20141,15.400000
20146,13.800000
20147,15.650000
20151,15.100000
20153,14.800000
20160,13.300000
20163,14.450000
20166,14.900000
20173,13.050000
20174,15.800000
20186,13.000000
20187,15.150000
20189,14.500000
20201,13.900000
20204,15.600000
20206,13.300000
20219,14.000000
20226,15.250000
20232,14.400000
20239,14.900000
20241,15.050000
20262,13.200000
20272,14.900000
20278,13.050000
20279,15.350000
20281,14.400000
20283,14.800000
20296,14.900000
20304,15.200000
20305,13.600000
20309,15.200000
20313,14.550000
20316,15.450000
20317,14.050000
20321,15.300000
20322,15.000000
20327,14.150000
20332,14.550000
20333,14.050000
20335,15.000000
20340,15.150000
20353,14.300000
20355,16.049999
20358,14.550000
20360,14.550000
20365,14.250000
20373,14.950000
20374,14.700000
20376,15.300000
20383,14.850000
20389,15.350000
20392,14.500000
20394,14.950000
20396,13.550000
20411,15.250000
20422,13.900000
20425,14.350000
20439,14.450000
20440,15.200000
20458,12.800000
20459,14.200000
20465,13.150000
20470,13.400000
20472,13.700000
20474,15.550000
20477,14.750000
20479,13.250000
20496,14.900000
20499,14.450000
20506,13.800000
20508,15.600000
20515,16.600000
20518,15.200000
20523,13.450000
20524,14.200000
20529,15.500000
20530,14.800000
20532,15.100000
20533,16.000000
20538,15.000000
20542,14.400000
20552,13.100000
20569,14.850000
20570,12.250000
20571,15.250000
20575,12.800000
20582,15.050000
20596,15.000000
20597,15.350000
20601,14.200000
20605,14.350000
20608,13.000000
20612,14.000000
20619,14.950000
20621,14.500000
20630,12.450000
20633,14.100000
20636,13.400000
20643,15.100000
20644,14.650000
20652,14.750000
20655,12.150000
20659,13.200000
20661,14.200000
20672,15.000000
20682,15.450000
20689,13.900000
20697,14.700000
20707,15.750000
20716,14.750000
20717,13.600000
20718,15.150000
20719,14.400000
20721,14.400000
20735,13.950000
20744,14.050000
20748,14.900000
20751,13.800000
20761,14.550000
20766,14.100000
20771,15.450000
20773,14.750000
20778,13.100000
20791,13.500000
20793,14.750000
20795,14.550000
20799,14.650000
20801,14.300000
20809,15.150000
20835,14.900000
20837,15.150000
20840,13.800000
20843,14.450000
20850,15.300000
20858,13.950000
20872,14.350000
20882,14.450000
20884,14.400000
20886,15.250000
20890,14.050000
20891,13.550000
20892,14.500000
20903,13.400000
20905,15.600000
20913,14.800000
20917,15.450000
20927,13.750000
20930,13.800000
20933,14.200000
20934,14.700000
20935,15.800000
20937,14.500000
20940,13.550000
20941,15.150000
20947,13.400000
20950,14.900000
20954,11.800000
20955,15.300000
20958,14.550000
20962,13.100000
20966,14.400000
20968,14.250000
20969,14.850000
20971,14.900000
20977,13.350000
20982,12.750000
20989,14.550000
21004,14.100000
21015,14.500000
21022,14.800000
21033,14.550000
21039,15.300000
21050,14.500000
21054,15.000000
21064,13.700000
21078,14.900000
21082,14.800000
21098,12.950000
21099,14.700000
21107,14.300000
21108,13.950000
21112,14.850000
21113,13.600000
21119,13.750000
21138,13.350000
21153,12.350000
21155,15.700000
21159,15.400000
21168,15.300000
21176,14.050000
21180,13.650000
21186,16.100000
21191,12.400000
21193,15.750000
21198,14.600000
21203,13.450000
21217,14.100000
21225,14.700000
21235,13.700000
21236,14.900000
21238,13.300000
21239,14.000000
21241,14.050000
21243,14.900000
21246,14.450000
21255,15.850000
21256,14.850000
21271,15.100000
21277,13.500000
21283,15.600000
21284,14.500000
21286,14.850000
21292,14.750000
21321,15.600000
21322,14.100000
21324,13.800000
21325,15.350000
21330,15.250000
21334,15.250000
21335,14.750000
21337,14.800000
21340,14.900000
21343,13.850000
21346,15.300000
21349,14.900000
21364,14.950000
21367,15.150000
21372,14.900000
21378,14.500000
21383,15.200000
21387,12.800000
21389,15.450000
21400,13.150000
21403,15.350000
21404,15.400000
21411,14.600000
21417,14.650000
21422,14.700000
21430,14.600000
21432,15.250000
21446,15.050000
21448,13.650000
21449,13.650000
21455,14.400000
21461,14.200000
21465,12.400000
21469,14.600000
21470,15.000000
21479,14.400000
21480,14.350000
21488,13.700000
21493,13.450000
21500,14.500000
21508,14.600000
21513,12.150000
21525,14.800000
21535,13.550000
21536,14.950000
21540,14.500000
21548,14.650000
21559,15.600000
21561,13.850000
21564,13.550000
21567,14.350000
21573,13.450000
21577,13.350000
21583,15.150000
21588,14.700000
21599,13.750000
21600,15.000000
21605,14.950000
21609,13.400000
21615,15.050000
21616,14.650000
21619,14.050000
21620,14.450000
21622,12.850000
21628,14.000000
21629,14.250000
21636,13.050000
21651,16.200001
21652,16.350000
21657,14.900000
21660,14.250000
21664,15.000000
21670,15.300000
21672,15.250000
21679,15.500000
21693,14.250000
21698,14.250000
21706,14.400000
21711,13.350000
21715,15.400000
21716,13.400000
21718,13.950000
21720,13.700000
21729,15.850000
21733,11.200000
21734,14.100000
21737,15.250000
21743,15.100000
21748,15.600000
21753,13.750000
21758,12.350000
21764,14.150000
21774,13.650000
21775,14.650000
21779,15.400000
21782,14.600000
21795,15.050000
21799,14.150000
21800,14.500000
21809,14.150000
21815,15.150000
21819,14.650000
21824,14.450000
21825,14.700000
21832,14.500000
21838,14.900000
21843,15.650000
21844,13.550000
21857,13.200000
21862,15.000000
21866,15.050000
21872,14.700000
21873,13.750000
21879,15.100000
21890,14.500000
21895,13.250000
21898,13.500000
21899,13.600000
21911,13.350000
21913,13.750000
21915,14.700000
21926,15.700000
21935,15.150000
21941,14.600000
21945,12.900000
21947,14.950000
21953,14.000000
21964,13.750000
21969,13.100000
21977,14.300000
21986,13.800000
21992,14.750000
22001,15.050000
22002,14.400000
22007,14.500000
22010,13.900000
22011,14.850000
22013,14.350000
22018,14.100000
22029,15.400000
22036,15.650000
22040,15.000000
22045,11.950000
22046,12.700000
22051,14.550000
22057,13.950000
22060,15.300000
22061,14.350000
22067,13.650000
22073,13.150000
22083,13.900000
22084,14.000000
22085,13.850000
22087,12.300000
22088,14.350000
22094,14.900000
22101,15.000000
22108,13.800000
22123,14.100000
22132,14.050000
22141,15.000000
22143,12.400000
22145,14.050000
22146,14.600000
22148,14.500000
22154,14.650000
22157,14.300000
22164,15.100000
22169,13.550000
22179,15.300000
22181,15.200000
22188,15.150000
22190,13.050000
22198,12.300000
22205,15.200000
22209,14.850000
22210,13.400000
22213,14.850000
22216,14.650000
22219,14.350000
22220,14.850000
22222,15.600000
22223,14.200000
22225,13.000000
22228,14.100000
22230,13.500000
22238,12.900000
22240,14.800000
22242,15.900000
22256,15.000000
22257,13.900000
22258,14.550000
22260,14.850000
22262,14.900000
22267,15.750000
22275,14.400000
22277,14.800000
22279,14.500000
22286,14.450000
22299,14.350000
22306,13.650000
22307,15.150000
22319,13.450000
22320,14.600000
22323,15.050000
22327,12.950000
22328,15.100000
22330,14.250000
22336,14.550000
22344,15.050000
22346,13.100000
22350,15.750000
22360,14.650000
22376,14.250000
22383,14.350000
22384,14.500000
22402,15.100000
22409,15.750000
22413,14.550000
22417,15.350000
22424,13.250000
22426,15.200000
22442,15.400000
22444,13.700000
22445,15.150000
22455,13.600000
22456,12.900000
22458,14.800000
22464,13.850000
22470,14.650000
22474,13.650000
22480,15.350000
22490,14.500000
22499,11.450000
22500,13.700000
22501,14.350000
22504,14.250000
22508,14.000000
22518,14.400000
22519,15.350000
22528,14.100000
22540,15.000000
22541,14.050000
22544,13.100000
22546,15.200000
22548,14.100000
22550,14.050000
22553,15.450000
22557,15.000000
22559,15.150000
22562,14.000000
22580,13.150000
22588,12.400000
22598,14.150000
22599,15.200000
22600,15.600000
22602,13.450000
22613,15.600000
22623,14.050000
22628,13.750000
22633,14.600000
22645,14.450000
22648,14.250000
22650,15.400000
22652,14.550000
22658,13.450000
22662,16.250000
22667,14.700000
22670,14.550000
22671,14.600000
22674,14.550000
22677,14.450000
22679,13.950000
22681,14.000000
22685,14.450000
22687,15.350000
22691,14.750000
22699,14.700000
22700,14.700000
22710,14.800000
22713,15.400000
22730,15.050000
22731,14.950000
22734,14.050000
22739,12.350000
22740,15.100000
22753,12.250000
22755,14.400000
22756,14.400000
22758,14.350000
22766,14.450000
22778,14.550000
22782,14.200000
22785,13.850000
22796,14.250000
22803,15.300000
22804,14.400000
22816,15.650000
22821,14.800000
22823,14.250000
22824,16.049999
22831,14.350000
22862,15.200000
22870,14.350000
22872,13.550000
22883,14.850000
22885,14.250000
22888,13.650000
22889,14.100000
22891,15.550000
22894,14.150000
22899,15.400000
22910,14.700000
22914,15.200000
22926,13.900000
22935,14.050000
22937,15.350000
22954,14.050000
22955,14.850000
22961,11.600000
22967,14.950000
22974,14.050000
22975,15.350000
22976,14.850000
22977,13.600000
22980,16.000000
22981,14.000000
22985,15.150000
22999,13.950000
23001,13.250000
23002,14.350000
23011,14.900000
23018,14.350000
23019,14.700000
23021,13.750000
23022,13.700000
23025,15.250000
23027,15.600000
23030,12.600000
23047,14.450000
23050,13.550000
23051,14.000000
23055,14.700000
23061,14.550000
23070,13.550000
23071,14.350000
23074,15.000000
23076,14.700000
23079,15.150000
23083,13.400000
23087,14.150000
23090,15.500000
23094,15.600000
23098,14.250000
23099,13.000000
23101,14.400000
23106,13.950000
23107,14.850000
23109,14.650000
23111,15.500000
23127,14.800000
23128,13.200000
23133,14.500000
23143,14.350000
23145,14.800000
23153,14.400000
23156,14.400000
23157,14.300000
23159,14.650000
23161,15.250000
23162,12.750000
23164,15.000000
23167,14.850000
23169,11.750000
23192,15.000000
23193,15.800000
23202,15.800000
23210,13.400000
23220,14.950000
23221,15.600000
23226,13.050000
23230,14.200000
23238,14.800000
23239,14.150000
23243,14.550000
23250,15.500000
23255,15.100000
23258,14.900000
23259,15.350000
23267,13.650000
23268,12.850000
23272,15.250000
23273,12.500000
23281,15.250000
23288,15.150000
23290,13.250000
23291,13.750000
23295,13.700000
23301,14.350000
23303,14.550000
23304,13.050000
23305,13.150000
23312,14.000000
23319,13.900000
23322,15.300000
23327,15.050000
23331,14.200000
23332,13.900000
23333,13.550000
23339,12.750000
23353,13.300000
23357,15.050000
23359,13.400000
23360,14.550000
23366,14.100000
23377,12.950000
23384,14.550000
23386,13.800000
23391,13.750000
23394,15.400000
23395,14.450000
23396,14.750000
23397,13.950000
23398,15.000000
23402,12.400000
23416,14.850000
23418,14.200000
23419,13.350000
23421,12.900000
23430,14.600000
23434,14.250000
23435,13.350000
23437,13.600000
23446,15.400000
23447,13.200000
23448,13.750000
23449,13.200000
23467,15.500000
23468,13.800000
23469,14.550000
23477,13.950000
23485,14.000000
23487,15.150000
23490,13.000000
23493,14.700000
23496,13.950000
23511,15.050000
23515,14.400000
23516,14.750000
23519,15.000000
23528,15.450000
23533,15.250000
23534,14.600000
23535,14.050000
23547,13.600000
23556,14.200000
23565,14.550000
23566,15.200000
23578,12.000000
23586,13.750000
23588,14.950000
23589,14.850000
23595,14.450000
23606,15.350000
23620,14.750000
23628,13.850000
23637,13.950000
23639,14.300000
23643,11.650000
23658,13.950000
23661,14.800000
23674,13.350000
23676,15.150000
23677,14.700000
23678,14.650000
23682,12.900000
23685,14.250000
23686,15.000000
23694,15.850000
23703,14.900000
23706,14.600000
23716,15.600000
23732,14.600000
23733,14.450000
23744,13.600000
23746,15.000000
23758,15.650000
23764,15.750000
23771,14.850000
23783,14.850000
23792,12.850000
23797,15.500000
23800,13.650000
23804,14.050000
23808,14.250000
23817,14.200000
23821,14.900000
23825,14.750000
23841,13.200000
23854,14.350000
23855,15.350000
23873,15.450000
23879,12.200000
23882,13.950000
23886,14.050000
23891,14.200000
23901,12.000000
23905,14.050000
23909,14.750000
23910,15.200000
