Instituição,Curso,Vagas,Colocacoes,Nota_Mínima
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Ciências da Comunicação,69,69,15.150000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Economia,53,56,16.049999
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Gestão,70,72,15.750000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Línguas e Relações Empresariais,58,59,14.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Línguas  Literaturas e Culturas,37,37,16.500000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Psicologia,70,70,14.200000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Serviço Social,48,49,15.550000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Turismo,56,39,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Teatro e Artes Performativas,23,23,16.450001
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Educação Básica,30,30,16.450001
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Comunicação e Multimédia,66,5,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Civil,12,12,15.900000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia e Gestão Industrial,25,10,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Física,20,20,17.950001
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Informática,145,52,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Mecânica,26,27,15.650000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Biomédica,23,23,14.500000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Matemática Aplicada e Ciência de Dados,20,20,13.500000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,26,29,15.700000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Design Sustentável,40,40,15.400000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia,32,32,14.800000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia e Geologia,20,20,16.549999
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioquímica,50,40,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Ambiente,20,21,15.600000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioengenharia,20,22,16.350000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências da Nutrição,43,43,16.850000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Desporto,124,121,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Genética e Biotecnologia,56,27,10.000000
Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Reabilitação Psicomotora,20,20,16.150000
Universidade da Madeira - Faculdade de Artes e Humanidades,Design,30,32,16.049999
Universidade da Madeira - Faculdade de Artes e Humanidades,Línguas e Relações Empresariais,40,40,15.100000
Universidade da Madeira - Faculdade de Artes e Humanidades,Psicologia,30,31,16.049999
Universidade da Madeira - Faculdade de Artes e Humanidades,Comunicação  Cultura e Organizações,36,29,10.000000
Universidade da Madeira - Faculdade de Artes e Humanidades,Artes Visuais,20,20,13.300000
Universidade da Madeira - Faculdade de Artes e Humanidades,Estudos de Cultura,39,34,10.000000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Bioquímica,27,0,10.000000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Civil,20,0,10.000000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Eletrónica e Telecomunicações,21,21,16.650000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Informática,78,19,10.000000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Matemática,22,0,10.000000
Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia de Computadores,21,22,15.900000
Universidade da Madeira - Faculdade de Ciências Sociais,Ciências da Educação,27,24,10.000000
Universidade da Madeira - Faculdade de Ciências Sociais,Economia,40,40,15.900000
Universidade da Madeira - Faculdade de Ciências Sociais,Gestão,55,55,14.500000
Universidade da Madeira - Faculdade de Ciências Sociais,Educação Física e Desporto,30,30,14.450000
Universidade da Madeira - Faculdade de Ciências Sociais,Educação Básica,25,25,16.049999
Universidade da Madeira - Faculdade de Ciências da Vida,Ciclo Básico de Medicina,38,38,14.500000
Universidade da Madeira - Faculdade de Ciências da Vida,Biologia,20,20,16.250000
Universidade da Madeira - Escola Superior de Saúde,Enfermagem,25,26,16.100000
Universidade da Madeira - Escola Superior de Tecnologias e Gestão,Direção e Gestão Hoteleira,35,35,16.200001
Universidade de Lisboa - Faculdade de Arquitetura,Design,50,50,16.150000
Universidade de Lisboa - Faculdade de Arquitetura,Design de Moda,50,50,17.100000
Universidade de Lisboa - Faculdade de Arquitetura,Arquitetura,160,158,10.000000
Universidade de Lisboa - Faculdade de Arquitetura,Arquitectura  área de especializ. em Interiores e Reabilitação do Edificado,50,50,15.550000
Universidade de Lisboa - Faculdade de Belas-Artes,Desenho,47,48,16.299999
Universidade de Lisboa - Faculdade de Belas-Artes,Design de Comunicação,73,73,15.350000
Universidade de Lisboa - Faculdade de Belas-Artes,Design de Equipamento,58,58,15.650000
Universidade de Lisboa - Faculdade de Belas-Artes,Escultura,58,59,15.900000
Universidade de Lisboa - Faculdade de Belas-Artes,Pintura,56,58,16.250000
Universidade de Lisboa - Faculdade de Belas-Artes,Arte Multimédia,64,64,13.950000
Universidade de Lisboa - Faculdade de Belas-Artes,Ciências da Arte e do Património,33,34,17.650000
Universidade de Lisboa - Faculdade de Ciências,Biologia,174,175,13.550000
Universidade de Lisboa - Faculdade de Ciências,Bioquímica,70,73,14.400000
Universidade de Lisboa - Faculdade de Ciências,Engenharia Física,40,42,16.750000
Universidade de Lisboa - Faculdade de Ciências,Engenharia Informática,105,105,11.850000
Universidade de Lisboa - Faculdade de Ciências,Física,40,40,16.799999
Universidade de Lisboa - Faculdade de Ciências,Geologia,76,77,14.700000
Universidade de Lisboa - Faculdade de Ciências,Matemática,50,41,10.000000
Universidade de Lisboa - Faculdade de Ciências,Meteorologia  Oceanografia e Geofísica,25,26,15.850000
Universidade de Lisboa - Faculdade de Ciências,Química,29,29,15.250000
Universidade de Lisboa - Faculdade de Ciências,Química Tecnológica,23,23,15.950000
Universidade de Lisboa - Faculdade de Ciências,Estatística Aplicada,32,34,16.950001
Universidade de Lisboa - Faculdade de Ciências,Matemática Aplicada,77,77,15.000000
Universidade de Lisboa - Faculdade de Ciências,Tecnologias de Informação,65,15,10.000000
Universidade de Lisboa - Faculdade de Ciências,Engenharia Geoespacial,20,22,17.200001
Universidade de Lisboa - Faculdade de Ciências,Engenharia Biomédica e Biofísica,44,44,14.900000
Universidade de Lisboa - Faculdade de Ciências,Engenharia da Energia e Ambiente,30,30,16.700001
Universidade de Lisboa - Faculdade de Direito,Direito (regime pós-laboral),82,86,17.500000
Universidade de Lisboa - Faculdade de Direito,Direito,458,461,13.950000
Universidade de Lisboa - Faculdade de Farmácia,Ciências Farmacêuticas,218,126,10.000000
Universidade de Lisboa - Faculdade de Letras,Estudos Artísticos  variante de Artes do Espetáculo,49,49,16.250000
Universidade de Lisboa - Faculdade de Letras,Artes e Humanidades,63,66,16.000000
Universidade de Lisboa - Faculdade de Letras,Estudos Gerais,66,66,14.350000
Universidade de Lisboa - Faculdade de Letras,Arqueologia,36,36,15.400000
Universidade de Lisboa - Faculdade de Letras,Ciências da Linguagem,33,30,10.000000
Universidade de Lisboa - Faculdade de Letras,Estudos Africanos,20,20,15.450000
Universidade de Lisboa - Faculdade de Letras,Estudos Clássicos,20,20,17.400000
Universidade de Lisboa - Faculdade de Letras,Estudos Europeus,56,56,15.750000
Universidade de Lisboa - Faculdade de Letras,Filosofia,46,50,16.400000
Universidade de Lisboa - Faculdade de Letras,História,67,68,13.600000
Universidade de Lisboa - Faculdade de Letras,História da Arte,40,40,17.450001
Universidade de Lisboa - Faculdade de Letras,Línguas  Literaturas e Culturas,223,129,10.000000
Universidade de Lisboa - Faculdade de Letras,Tradução,58,60,13.900000
Universidade de Lisboa - Faculdade de Letras,Estudos Asiáticos,27,28,14.950000
Universidade de Lisboa - Faculdade de Letras,Estudos Portugueses,20,20,15.850000
Universidade de Lisboa - Faculdade de Letras,Estudos Comparatistas,20,20,16.850000
Universidade de Lisboa - Faculdade de Letras,Estudos de Cultura e Comunicação Intercultural,56,57,14.950000
Universidade de Lisboa - Faculdade de Medicina,Ciências da Nutrição,32,33,17.900000
Universidade de Lisboa - Faculdade de Medicina,Medicina,295,184,10.000000
Universidade de Lisboa - Faculdade de Medicina Dentária,Medicina Dentária,70,70,14.200000
Universidade de Lisboa - Faculdade de Medicina Dentária,Higiene Oral,44,45,14.950000
Universidade de Lisboa - Faculdade de Medicina Dentária,Prótese Dentária,28,30,17.299999
Universidade de Lisboa - Faculdade de Medicina Veterinária,Medicina Veterinária,109,44,10.000000
Universidade de Lisboa - Faculdade de Motricidade Humana,Dança,21,21,16.450001
Universidade de Lisboa - Faculdade de Motricidade Humana,Gestão do Desporto,35,35,17.200001
Universidade de Lisboa - Faculdade de Motricidade Humana,Ciências do Desporto,168,118,10.000000
Universidade de Lisboa - Faculdade de Motricidade Humana,Reabilitação Psicomotora,54,56,17.000000
Universidade de Lisboa - Faculdade de Psicologia,Psicologia,151,151,14.050000
Universidade de Lisboa - Instituto de Educação,Educação e Formação,80,82,14.850000
Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,Planeamento e Gestão do Território,52,52,16.549999
Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,Geografia,115,57,10.000000
Universidade de Lisboa - Instituto Superior de Agronomia,Arquitetura Paisagista,22,22,15.150000
Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Florestal e dos Recursos Naturais,21,23,16.650000
Universidade de Lisboa - Instituto Superior de Agronomia,Biologia,40,40,16.150000
Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Agronómica,60,60,14.650000
Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Alimentar,36,31,10.000000
Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia do Ambiente,21,23,15.750000
Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Zootécnica,27,27,15.800000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Serviço Social (regime pós-laboral),32,33,16.049999
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública (regime pós-laboral),41,41,14.850000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Sociologia (regime pós-laboral),31,32,16.350000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Gestão de Recursos Humanos (regime pós-laboral),52,53,14.000000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública e Políticas do Território (regime pós-laboral),34,35,16.350000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais (regime pós-laboral),52,55,15.850000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública,68,69,15.400000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Ciência Política,48,49,16.049999
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Ciências da Comunicação,56,57,16.150000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Gestão de Recursos Humanos,66,67,15.850000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais,70,72,15.650000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Serviço Social,58,58,15.100000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Sociologia,49,49,15.400000
Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Antropologia,44,44,17.049999
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Economia,138,138,16.200001
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Gestão,168,151,10.000000
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Matemática Aplicada à Economia e à Gestão,60,60,14.950000
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Gestão (ensino em Inglês),29,31,15.100000
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Economia (ensino em Inglês),24,25,16.000000
Universidade de Lisboa - Instituto Superior de Economia e Gestão,Finanças (ensino em inglês),32,34,16.750000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Civil,140,62,10.000000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia de Materiais,25,25,15.950000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia do Ambiente,31,31,17.650000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Informática e de Computadores,183,188,15.600000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Mecânica,160,160,13.950000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Química,75,75,15.050000
Universidade de Lisboa - Instituto Superior Técnico,Arquitetura,47,50,16.299999
Universidade de Lisboa - Instituto Superior Técnico,Matemática Aplicada e Computação,62,62,16.400000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Biomédica,97,99,14.950000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Biológica,61,61,13.050000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Naval e Oceânica,30,31,17.850000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Eletrotécnica e de Computadores,220,222,15.300000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Aeroespacial,130,133,15.700000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia Física Tecnológica,102,26,10.000000
Universidade de Lisboa - Instituto Superior Técnico,Engenharia de Minas e Recursos Energéticos,20,21,16.650000
Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia de Telecomunicações e Informática,55,56,16.299999
Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia e Gestão Industrial,74,75,16.000000
Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia Informática e de Computadores,90,74,10.000000
Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia Eletrónica,34,34,14.850000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Marketing (regime pós-laboral),20,20,17.150000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Contabilidade,100,50,10.000000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Finanças,22,24,16.750000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Marketing,33,33,14.700000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Contabilidade (regime pós-laboral),20,20,15.050000
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Finanças (regime pós-laboral),21,21,16.250000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Tecnologias da Informação,26,26,15.700000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão da Qualidade,25,25,15.500000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Secretariado e Comunicação Empresarial,26,26,15.650000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão Comercial,33,33,14.550000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão Pública,21,21,15.900000
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Eletrónica e Mecânica Industrial,33,33,16.799999
Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Enfermagem,90,91,14.300000
Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Fisioterapia,44,45,14.450000
Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Terapia da Fala,24,24,16.000000
Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Imagem Médica e Radioterapia,28,28,15.250000
Universidade de Aveiro - Escola Superior de Design  Gestão e Tecnologia da Produção de Aveiro-Norte,Tecnologia e Sistemas de Produção,25,26,16.100000
Universidade de Aveiro - Escola Superior de Design  Gestão e Tecnologia da Produção de Aveiro-Norte,Design de Produto e Tecnologia,39,5,10.000000
Instituto Politécnico de Beja - Escola Superior Agrária,Agronomia,50,0,10.000000
Instituto Politécnico de Beja - Escola Superior Agrária,Engenharia do Ambiente,25,2,10.000000
Instituto Politécnico de Beja - Escola Superior Agrária,Ciência e Tecnologia dos Alimentos,25,0,10.000000
Instituto Politécnico de Beja - Escola Superior Agrária,Tecnologias Bioanalíticas,25,25,14.750000
Instituto Politécnico de Beja - Escola Superior de Educação,Audiovisual e Multimédia,30,30,16.200001
Instituto Politécnico de Beja - Escola Superior de Educação,Serviço Social,50,50,13.550000
Instituto Politécnico de Beja - Escola Superior de Educação,Desporto,30,27,10.000000
Instituto Politécnico de Beja - Escola Superior de Educação,Educação Básica,20,20,16.200001
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Solicitadoria (regime de ensino a distância),30,30,13.900000
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Engenharia Informática,60,60,12.850000
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Gestão de Empresas,30,30,15.000000
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Solicitadoria,20,20,15.200000
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Turismo,36,2,10.000000
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Gestão de Empresas (regime pós-laboral),20,21,16.000000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Solicitadoria (regime pós-laboral),35,29,10.000000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão Pública (regime de ensino a distância),20,20,16.750000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Contabilidade,40,41,15.150000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Finanças,30,30,16.200001
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão de Empresas,40,41,15.950000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Solicitadoria,40,40,15.100000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Fiscalidade,30,30,15.400000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Contabilidade (regime pós-laboral),30,31,14.650000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Fiscalidade (regime pós-laboral),20,21,15.600000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão de Empresas (regime pós-laboral),30,30,15.150000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão Pública,25,26,15.750000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia em Desenvolvimento de Jogos Digitais,31,31,15.750000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia de Sistemas Informáticos,31,31,15.550000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia de Sistemas Informáticos (regime pós-laboral),26,26,14.200000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia e Gestão Industrial,25,6,10.000000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia Eletrotécnica e de Computadores,25,25,15.400000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia Informática Médica,26,26,15.950000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Industrial,40,42,15.650000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Gráfico,40,40,14.400000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Gráfico (regime pós-laboral),25,26,15.500000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Audiovisual,25,26,16.350000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,Gestão de Atividades Turísticas,45,45,14.350000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,Gestão de Atividades Turísticas (regime pós-laboral),30,30,15.650000
Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,Gestão Hoteleira,30,31,16.799999
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Enfermagem Veterinária,66,0,10.000000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia Agronómica,50,0,10.000000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia Alimentar,25,1,10.000000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia do Ambiente,39,0,10.000000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia Zootécnica,28,8,10.000000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Enologia,20,21,16.600000
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Biologia e Biotecnologia,39,39,15.400000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Línguas Estrangeiras: Inglês e Espanhol,40,43,15.350000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Línguas para Relações Internacionais,66,3,10.000000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Ambiental,35,35,15.700000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Social,90,89,10.000000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Desporto,65,29,10.000000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Básica,60,61,15.550000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Arte e Design,61,9,10.000000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Animação e Produção Artística,33,8,10.000000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Relações Lusófonas e Língua Portuguesa,44,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Música em Contextos Comunitários,30,31,15.750000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Contabilidade,65,5,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Civil,40,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia e Gestão Industrial,33,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Eletrotécnica e de Computadores,50,51,14.650000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Informática,100,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Mecânica,53,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Química,35,36,16.900000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Gestão,110,2,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Informática de Gestão,55,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia de Energias Renováveis,75,18,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Gestão de Negócios Internacionais (Curso Europeu  ensino em Inglês),65,25,10.000000
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Tecnologia Biomédica,45,45,13.000000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Design de Jogos Digitais,66,29,10.000000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Gestão e Administração Pública,70,0,10.000000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Informática e Comunicações,40,41,15.650000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Marketing,44,44,15.100000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Multimédia,61,61,15.650000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Solicitadoria,60,34,10.000000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Turismo,54,54,15.000000
Instituto Politécnico de Bragança - Escola Superior de Comunicação  Administração e Turismo de Mirandela,Comunicação e Jornalismo,33,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Engenharia de Proteção Civil,22,11,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Agronomia,20,20,16.350000
Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Enfermagem Veterinária,40,14,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Biotecnologia Alimentar,20,21,16.600000
Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Serviço Social,60,21,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Secretariado,40,40,16.200001
Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Desporto e Atividade Física,55,26,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Educação Básica,35,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia das Energias Renováveis,33,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Civil,20,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia e Gestão Industrial,20,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Eletrotécnica e das Telecomunicações,27,29,15.900000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Informática,90,0,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Informática e Multimédia,35,35,14.250000
Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Gestão,45,47,15.200000
Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Solicitadoria,40,26,10.000000
Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Turismo,25,25,12.150000
Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Gestão Comercial,40,40,15.850000
Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas,Design de Interiores e Equipamento,45,45,15.750000
Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas,Design de Moda e Têxtil,42,43,15.750000
Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas,Design de Comunicação e Audiovisual,60,61,15.300000
Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Biotecnologia,44,45,15.000000
Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Enfermagem Veterinária,30,10,10.000000
