ID Candidato,PI,12,Nota Candidatura,Curso 1,,Curso 2,,Curso 3,,Curso 4,,Curso 5,
6847,15.2,16.7,15.95,3182,9152,1107,L251,,,,,,
6848,17.1,16.9,17,1510,9841,1516,9448,150,9240,,,,
6849,17,14.1,15.55,501,9209,3117,9058,1510,9162,3135,9119,170,9254
6850,18.5,15.1,16.8,1503,9381,1504,8358,503,9147,,,,
6851,15.3,14.2,14.75,1110,9708,3182,8517,3064,9119,3141,8419,,
6852,14.2,14.9,14.55,1518,9099,3101,9851,6810,L282,,,,
6853,17.2,17.3,17.25,3163,9723,7001,9500,3063,8519,,,,
6854,15.6,16.8,16.2,1517,9081,3054,L021,3118,9109,1518,9121,1309,8083
6855,13.1,17.4,15.25,903,9126,3134,9205,400,9147,1510,9841,,
6856,16.4,14.7,15.55,3083,L269,1000,9019,3155,9500,1201,9752,,
6857,17.5,14.1,15.8,1103,9146,3161,9016,3118,9108,,,,
6858,14.1,15.9,15,400,9025,3034,9173,6800,9081,1105,9104,,
6859,19.5,17.7,18.6,300,9041,903,9123,1107,L251,,,,
6860,11.9,16.3,14.1,3135,9125,300,L223,1519,9121,1507,9554,604,9147
6861,15.3,17.7,16.5,506,9548,506,9548,1104,9081,6810,L282,901,9554
6862,18.5,12.7,15.6,3082,9205,3123,9130,1107,9181,3145,9730,201,9204
6863,18.8,14.8,16.8,1507,9554,1204,9012,150,9219,,,,
6864,14.1,14.5,14.3,3063,9061,3186,9179,1518,9125,,,,
6865,18.1,15.8,16.95,1517,9081,1000,9195,3102,9147,1107,9006,3092,9147
6866,18.1,15.5,16.8,3065,9058,1504,8358,6800,9257,501,9104,,
6867,17.1,15.7,16.4,300,9069,400,9016,1000,9078,,,,
6868,18,15.6,16.8,6810,L282,3122,9119,3122,L033,,,,
6869,13.6,12,12.8,7230,L101,1518,9096,6800,9119,7075,9500,3063,9061
6870,15.5,14.1,14.8,3113,9231,3117,9991,3065,9058,,,,
6871,17.4,15.1,16.25,300,9113,6800,9019,,,,,,
6872,16.9,13.9,15.4,904,9081,1000,9181,502,9078,,,,
6873,16.4,13.8,15.1,3138,9242,3062,9894,1000,L218,,,,
6874,14.8,13.7,14.25,1000,9104,3139,8442,,,,,,
6875,16.7,16.3,16.5,3162,9473,6810,L282,3103,9074,1517,9147,,
6876,19.3,15.5,17.4,3135,9104,3152,9862,,,,,,
6877,17.9,16.1,17,1517,9210,3102,9205,1204,9379,,,,
6878,18.1,12.7,15.4,1501,9257,1109,9026,3145,L008,902,9139,,
6879,19.2,16.2,17.7,1502,9790,1515,8377,1518,9125,,,,
6880,18.5,14.7,16.6,300,9252,1105,L236,1114,9066,,,,
6881,16.8,15.2,16,3042,L175,300,9099,,,,,,
6882,20,18.8,19.4,1516,8364,150,9181,3145,9763,300,9002,505,8393
6883,20,16.6,18.3,1518,9257,1504,8358,1504,8358,,,,
6884,17.5,14.2,15.85,3145,L008,3118,9121,902,9240,1502,9070,,
6885,17.3,17.2,17.25,3102,9242,503,9240,1516,9448,3043,9125,,
6886,16.7,14.3,15.5,1202,9204,300,9223,1000,8494,602,9751,,
6887,15.8,16.5,16.15,300,9141,604,9229,3134,9053,903,8036,3064,9455
6888,14,17.4,15.7,160,8571,1504,8358,3145,L008,6800,9119,505,9773
6889,20,16.3,18.15,503,9081,300,9146,400,9020,1516,9019,1000,9123
6890,12.1,16.7,14.4,3062,9774,1506,9131,1105,9099,3063,8029,,
6891,15.5,16.7,16.1,1506,9182,1510,9068,,,,,,
6892,13.6,18.5,16.05,3113,9191,3042,8323,1518,L162,1501,9069,902,9145
6893,15.9,17.1,16.5,3113,9010,3182,9152,203,9016,,,,
6894,16.9,16.8,16.85,903,9348,1519,9098,400,9225,,,,
6895,14.3,14.1,14.2,1306,9069,1000,8427,1518,9121,,,,
6896,17.8,13.1,15.45,300,9252,501,9119,7040,9500,,,,
6897,15.1,13.9,14.5,1507,9554,1203,9113,140,8031,,,,
6898,15.1,15.3,15.2,3103,9243,1516,9240,1204,9554,1105,9125,3102,9242
6899,15.5,18.7,17.1,170,9147,1518,L221,,,,,,
6900,18.8,17.7,18.25,300,9041,3064,9123,1201,9752,902,9252,,
6901,17,14.7,15.85,400,9240,203,L123,3012,L140,,,,
6902,18.3,12.9,15.6,3022,9010,1000,9353,1518,9099,506,9548,,
6903,16.2,17.1,16.65,1000,9209,1501,G008,1515,9086,,,,
6904,15.2,16,15.6,3181,9853,7110,9875,902,9006,3143,9152,,
6905,14.5,16.2,15.35,7045,9504,503,9081,7110,8011,1114,9066,,
6906,17.5,19.1,18.3,1518,9455,3031,8015,,,,,,
6907,16.7,14.7,15.7,3031,8402,1518,L221,1000,9078,300,9252,3091,9853
6908,13.9,15.5,14.7,903,L167,1000,9243,3063,9061,,,,
6909,14,13.1,13.55,1000,L188,400,9740,1507,9554,,,,
6910,19,16.6,17.8,7030,9500,508,9707,902,9240,,,,
6911,16.2,17.6,16.9,1109,9026,1104,9081,3135,9117,3117,9242,3182,9152
6912,19.8,16.3,18.05,400,9225,3139,8442,1201,9129,1518,9345,,
6913,14.2,16.6,15.4,503,9240,3102,9886,7010,9500,,,,
6914,16,18.7,17.35,1201,9129,602,9910,1203,L253,3031,9152,,
6915,15.3,14.1,14.7,3101,9238,7055,9556,7110,9076,,,,
6916,16.3,17,16.65,400,9205,7040,L101,300,9196,3103,9457,,
6917,14.9,15.2,15.05,1000,9119,507,9238,,,,,,
6918,12.5,18.1,15.3,903,9209,3031,9152,1502,8399,1516,9019,,
6919,14.1,14.7,14.4,7015,9500,1506,9182,1103,9011,1503,9011,,
6920,15.3,14.7,15,902,9040,1000,9381,3186,8014,400,9048,,
6921,14.2,10.2,12.2,300,L209,6810,L282,,,,,,
6922,17.2,15.8,16.5,400,9494,3081,9023,,,,,,
6923,17,16.4,16.7,1110,9708,1105,9123,1507,9813,,,,
6924,14.8,17.4,16.1,7015,L068,903,9116,3087,9254,903,9116,7015,8149
6925,19.4,15.4,17.4,1504,8358,1201,9752,3242,9119,502,8067,,
6926,16.8,15.2,16,1105,9125,1516,9002,,,,,,
6927,17.1,14.4,15.75,300,9196,602,9760,501,9089,,,,
6928,18.4,15.9,17.15,1201,9752,3153,9627,,,,,,
6929,15.5,15.9,15.7,3151,9054,1518,9257,,,,,,
6930,16.1,12.5,14.3,3131,9853,1000,L229,,,,,,
6931,18.6,13.2,15.9,160,9011,1506,9182,1108,9813,3102,9991,,
6932,18.8,13.5,16.15,3135,9119,150,9135,901,9554,,,,
6933,18,18.9,18.45,1203,L253,3181,9054,901,9813,300,9209,,
6934,16.9,15.9,16.4,1107,9694,1501,9071,3045,9213,,,,
6935,16.4,16.6,16.5,3092,L283,3055,L158,7230,9504,6800,9098,,
6936,13.1,20,16.55,1101,9554,1105,9104,1517,A001,,,,
6937,16.1,17.6,16.85,204,9240,400,9075,3118,L117,,,,
6938,19.1,17.7,18.4,1101,9554,3012,L194,6810,L282,,,,
6939,13.4,13.9,13.65,6810,L274,3112,9005,1107,9197,,,,
6940,16.1,14,15.05,3118,9123,3151,9633,3042,9898,3134,9058,1103,L096
6941,18.9,16.7,17.8,1101,9554,503,9240,503,9081,,,,
6942,18.5,14.2,16.35,1000,9019,1000,9381,3163,9087,3163,L153,300,9212
6943,14.8,17.3,16.05,505,9143,3112,9853,,,,,,
6944,17.3,13.1,15.2,3105,9087,3082,9148,1202,9204,604,9219,,
6945,13,20,16.5,3103,8525,400,9740,,,,,,
6946,15,16.1,15.55,1203,9113,3141,L080,,,,,,
6947,17.7,15.3,16.5,501,9146,1000,9229,3101,9851,300,9081,,
6948,12,13.7,12.85,7005,9500,3113,9191,,,,,,
6949,19.3,17.6,18.45,1518,9345,3042,L175,503,9240,7110,9177,1107,L251
6950,17.2,17,17.1,1105,9104,1518,9099,501,9455,1104,9147,7210,L066
6951,12.9,12.9,12.9,1502,9790,1508,9556,501,9011,1000,9023,504,9494
6952,13.3,20,16.65,300,9099,3105,9254,1201,9752,,,,
6953,10.7,11.8,11.25,3135,9117,3135,9119,1306,9196,1517,9081,1109,9026
6954,17.1,18.1,17.6,6810,L282,7230,8143,7055,9556,1107,9006,,
6955,18.2,15.9,17.05,3182,9994,602,9003,,,,,,
6956,16.3,15.6,15.95,3103,9243,1518,L221,903,9224,1105,9089,1518,L162
6957,13.8,17.8,15.8,7035,L068,1000,9019,400,9112,,,,
6958,14.7,13.7,14.2,1000,9098,5402,9070,3141,L080,604,9240,1101,9554
6959,14.7,14,14.35,1105,9123,7230,L067,1108,9813,203,9494,,
6960,14.4,18.8,16.6,203,9011,1503,9381,1514,8411,501,9448,,
6961,18.4,16.6,17.5,3122,9670,1000,9817,1504,9078,1518,L209,,
6962,12.8,13.7,13.25,7230,8141,904,9081,3063,8519,501,L209,,
6963,18.5,15.9,17.2,1110,9708,903,9113,1000,9209,,,,
6964,16.8,16.1,16.45,3139,8442,3054,9242,,,,,,
6965,16.2,16.1,16.15,1000,9223,3134,9053,6800,9219,3105,9013,,
6966,14.9,19.7,17.3,3131,L246,203,9003,7001,9500,3023,9994,,
6967,13.4,17,15.2,3242,9112,1306,L150,3151,9005,1518,9096,3142,9084
6968,15.2,18.5,16.85,1107,9182,3064,9119,1504,8358,,,,
6969,15.6,13.7,14.65,7105,9789,1113,9548,503,9147,902,9145,502,9078
6970,16.4,15.9,16.15,1202,9219,1502,9070,6810,L280,,,,
6971,16,16.2,16.1,903,9209,1110,9708,3103,9457,3042,9853,503,9229
6972,11.8,17.9,14.85,604,9081,1000,8184,3102,9123,1103,9011,,
6973,17.4,16.7,17.05,1201,9752,1513,L040,7015,9504,,,,
6974,16.8,15,15.9,3055,9725,3062,9894,903,9116,300,9196,,
6975,14.2,17.5,15.85,1107,9006,1000,9113,,,,,,
6976,14,15.1,14.55,6800,8014,3043,9125,3163,9723,,,,
6977,17.8,15.6,16.7,1508,9791,1504,9078,3032,9112,6800,9119,,
6978,14.9,18,16.45,7001,9500,903,9116,501,9257,,,,
6979,13.6,17.9,15.75,3163,9123,3064,9770,400,9139,503,9240,,
6980,16.5,15.1,15.8,3082,9173,1110,9813,1107,L251,1101,9554,1503,9141
6981,16.6,13.1,14.85,1502,8399,1000,9002,,,,,,
6982,15.7,17.6,16.65,5402,9007,1515,8377,604,9147,7210,L067,,
6983,14.5,11.2,12.85,1000,9209,3153,9157,3117,9058,,,,
6984,15,18.5,16.75,3043,9125,3152,L124,7015,9504,1519,9098,,
6985,17.9,14.3,16.1,1000,9078,503,9229,903,L231,903,9348,,
6986,19.5,16.7,18.1,3138,8398,1306,9069,3135,9098,,,,
6987,17.1,17.2,17.15,1504,9078,1000,9223,3091,9853,,,,
6988,17,16.6,16.8,501,L209,1510,9162,1105,9104,3092,9128,1105,L209
6989,15.2,16.9,16.05,3139,9164,904,9081,,,,,,
6990,15.4,15.5,15.45,3122,9119,400,9240,,,,,,
6991,16.7,14.2,15.45,1518,L209,501,9104,6800,8014,903,9116,,
6992,19.2,17,18.1,1000,9056,1000,9243,1519,9104,7055,9556,,
6993,19.4,17.2,18.3,300,9113,3082,9147,903,8036,1000,9381,,
6994,16.5,16,16.25,501,9223,3091,9005,1307,9107,,,,
6995,13.8,14,13.9,1105,9104,6810,L282,7001,9500,,,,
6996,15.4,14.4,14.9,604,9219,7210,L067,1518,9125,1518,9345,,
6997,17.8,15.9,16.85,502,8067,300,9219,3112,L134,903,L209,,
6998,17.2,13.9,15.55,1105,L209,3154,L100,1502,9790,,,,
6999,14.5,18.1,16.3,1203,L253,1103,9385,160,9011,7035,L068,,
7000,15.5,16,15.75,6800,9189,1504,8358,3081,9023,1502,8399,,
7001,18.8,17.2,18,3011,9888,1110,9813,,,,,,
7002,14.2,18.3,16.25,1516,9448,3092,9147,3135,9110,400,9025,,
7003,18.2,14.3,16.25,400,9075,1506,9139,,,,,,
7004,16.6,12.8,14.7,3061,9016,1505,9494,400,9025,,,,
7005,17.5,16.8,17.15,3011,8005,1503,9381,6800,9147,1507,9554,,
7006,17.6,15,16.3,1105,L209,3163,9148,,,,,,
7007,16.7,13.2,14.95,903,9224,7210,L068,1110,9708,1502,L010,,
7008,17.4,17.1,17.25,6810,L281,1000,9209,3103,8525,1202,9023,,
7009,15.6,14.6,15.1,3163,L153,3102,9123,903,L231,,,,
7010,16.6,14.3,15.45,3164,9664,1000,9056,170,9254,902,9046,503,9147
7011,16.3,15.1,15.7,3155,9504,902,9139,903,9348,,,,
7012,15.8,16.5,16.15,3112,9005,1106,9494,,,,,,
7013,17.9,16.5,17.2,6800,9119,1000,9147,1105,9089,,,,
7014,15.1,17.8,16.45,903,9455,1000,9056,1518,9257,1000,9397,904,9081
7015,16.2,18.7,17.45,3051,9085,1107,L251,501,9448,903,L167,,
7016,16.4,16.1,16.25,203,9003,204,9240,,,,,,
7017,14.9,16.1,15.5,3063,8519,1109,9026,3155,9500,3083,L209,,
7018,18.5,14,16.25,604,9026,300,L202,,,,,,
7019,15.7,16.3,16,3113,8439,1506,8413,400,9707,,,,
7020,18.4,14,16.2,3135,9110,3134,9043,604,9081,902,9046,3141,8419
7021,14.1,16.2,15.15,3182,9152,602,9760,1518,9121,,,,
7022,12.5,15.7,14.1,1518,9121,902,9006,1503,9223,,,,
7023,16.7,15.9,16.3,170,9081,1000,9379,,,,,,
7024,18.6,14.5,16.55,3022,9853,3022,9853,1000,9113,,,,
7025,19.5,13.5,16.5,1506,8413,3143,9185,902,9145,1000,9243,,
7026,13,19,16,300,L202,1202,9238,7045,9500,3102,9205,1202,9081
7027,14.8,14.4,14.6,501,9146,1506,9139,,,,,,
7028,17.8,17.2,17.5,902,9020,1000,9381,3331,9069,,,,
7029,12.9,14.1,13.5,1107,9006,6800,9157,3152,9112,,,,
7030,18.1,12.7,15.4,1507,9554,1203,9119,1202,9853,,,,
7031,15.8,20,17.9,3134,9058,3181,9850,,,,,,
7032,16.7,17.4,17.05,7035,9500,903,9123,1105,L209,3032,L181,,
7033,18.8,17.9,18.35,1107,9197,3145,9763,,,,,,
7034,14.4,16.5,15.45,1107,9240,1000,9192,300,9012,902,9040,,
7035,12.6,17.6,15.1,3062,9254,3182,9994,3138,9045,1506,9204,,
7036,16,13.9,14.95,7075,9500,3112,9005,6800,9219,,,,
7037,15,15.1,15.05,1518,L209,1108,9813,7035,L068,,,,
7038,16.1,15.8,15.95,501,9223,400,9707,3135,9117,,,,
7039,20,16.5,18.25,502,8067,1110,9708,3152,L124,3135,9110,3103,8126
7040,16.2,14.4,15.3,3064,9105,3032,L181,503,9240,,,,
7041,15.4,14.7,15.05,3163,9087,1502,8399,,,,,,
7042,16.3,17.5,16.9,3012,L194,602,9209,502,8067,7020,9504,300,L223
7043,13.2,16.9,15.05,3117,9147,602,9104,,,,,,
7044,15,15.4,15.2,3063,9061,1000,9205,3143,9498,,,,
7045,18.4,14.2,16.3,903,9119,1507,9554,904,9081,1104,9081,1507,9554
7046,16.2,15.8,16,6800,9219,903,9099,1000,9223,,,,
7047,19.4,17,18.2,6800,9156,1506,9182,,,,,,
7048,15.7,17,16.35,7035,9549,1506,L288,,,,,,
7049,16.8,19.3,18.05,1518,L162,3031,9140,3043,9125,3031,8015,,
7050,17.9,13.8,15.85,1000,9119,1103,L227,3053,9111,1501,9071,,
7051,17.2,16.7,16.95,1103,9086,3011,9140,,,,,,
7052,12.6,15,13.8,906,L188,3163,9087,1506,L288,3034,8156,,
7053,16.2,16.5,16.35,507,9026,7045,8149,3135,9119,6800,8014,,
7054,17.1,14.5,15.8,3082,9173,501,9146,1506,9182,,,,
7055,17,13.9,15.45,501,8408,3139,9921,1518,L162,1518,9125,,
7056,17.2,18.6,17.9,3134,9053,7035,9500,3102,9147,300,L209,,
7057,13.8,17.9,15.85,901,9554,7020,L067,6800,9157,1517,9147,1517,9081
7058,13.2,14.5,13.85,3081,8337,3053,9111,,,,,,
7059,16.8,18.7,17.75,1000,9381,604,9853,3012,L194,,,,
7060,17.4,15.6,16.5,300,9119,150,9181,604,L173,1519,9912,,
7061,17,14.8,15.9,505,9143,501,L285,,,,,,
7062,17.9,14.6,16.25,3063,9801,1101,9554,604,9081,3135,9112,,
7063,17.3,16,16.65,7035,9549,1518,L221,3134,9053,3011,8005,1514,8411
7064,12.8,13.9,13.35,3022,9853,3135,9936,3117,9870,7015,8149,,
7065,17,14.1,15.55,1513,L040,1508,9791,1503,9113,,,,
7066,15.7,17.9,16.8,6800,9240,1503,9223,1503,9381,,,,
7067,18.3,15.3,16.8,3055,9726,3152,9862,,,,,,
7068,15.4,18,16.7,903,9116,3181,9853,,,,,,
7069,14.3,16.5,15.4,1103,8258,7001,9500,,,,,,
7070,16.2,16.6,16.4,604,9240,503,9240,1506,8104,3064,9105,,
7071,15.8,15.7,15.75,1105,9125,1516,9229,1518,9121,,,,
7072,16.6,16.3,16.45,904,9081,501,L285,3134,9009,,,,
7073,17,16.9,16.95,502,8067,1110,9813,7015,9500,1518,L162,503,9240
7074,18.5,16.3,17.4,1518,L209,505,L109,1000,9098,,,,
7075,16.1,15.8,15.95,3113,9010,501,9011,903,L231,3033,9074,,
7076,16.3,16.3,16.3,1114,9066,7055,9556,1202,9023,1518,9121,,
7077,16.9,12.6,14.75,1107,9240,1517,9081,3031,8402,7230,9504,,
7078,15.5,16.6,16.05,3134,9829,3331,9244,1518,L221,,,,
7079,15.3,16.2,15.75,7110,9163,3043,9125,3112,8307,501,L285,,
7080,18.4,15.3,16.85,3101,9084,400,9139,3131,9878,,,,
7081,14.7,20,17.35,6800,9081,902,9139,,,,,,
7082,14.8,15.6,15.2,1107,L251,1104,9147,1104,9081,6800,9098,,
7083,18.5,14,16.25,6800,L030,505,9143,1515,9011,300,9002,,
7084,18.4,12.4,15.4,3131,9879,3083,L269,400,9071,,,,
7085,12.5,16,14.25,1103,L227,6810,L277,3135,9104,,,,
7086,16,17.6,16.8,3061,L009,1519,9104,3182,9205,1506,9182,,
7087,13,14.3,13.65,1103,L096,1101,9554,3131,8264,,,,
7088,18.1,17.8,17.95,3122,L033,3118,9121,903,L231,,,,
7089,14.9,15.4,15.15,7002,9500,3062,L095,3102,9242,3118,9121,,
7090,12.3,14.6,13.45,3063,9801,3165,9731,3032,9112,1506,9182,,
7091,16.6,18,17.3,1308,9736,602,9818,300,9099,,,,
7092,17.8,15.2,16.5,903,L231,1514,8411,3045,9213,7035,8149,,
7093,16.6,11.5,14.05,902,9917,7001,9500,3163,9123,,,,
7094,16.9,16.4,16.65,1107,9240,7210,L066,1110,9847,7055,9556,1508,9791
7095,15.3,15.1,15.2,902,8109,7230,8143,,,,,,
7096,12.4,13,12.7,1519,9098,1105,L209,3241,9056,,,,
7097,13.5,16.5,15,901,9554,400,9351,203,9119,400,9089,1105,L209
7098,15.5,15.6,15.55,1000,9098,3164,9664,,,,,,
7099,16.4,14.6,15.5,3153,9628,3153,9993,,,,,,
7100,20,16.7,18.35,203,9119,501,9113,1000,9113,3135,8316,400,9020
7101,15.7,11.3,13.5,503,9240,501,9119,300,9015,,,,
7102,13.8,17.4,15.6,3135,9119,7002,9500,201,9817,3091,9005,3162,9473
7103,18,16.7,17.35,3181,9347,1513,L040,,,,,,
7104,17.9,15.8,16.85,501,9891,1203,L209,,,,,,
7105,16,14,15,604,9081,3113,8439,3121,9773,,,,
7106,16.2,15.7,15.95,1203,L209,3135,9117,502,8067,7002,9500,1201,9752
7107,19,19.1,19.05,1518,9455,1204,9015,604,9787,,,,
7108,15.7,17,16.35,1103,L227,7230,8143,1103,L096,,,,
7109,17.1,19.6,18.35,400,9048,1503,9011,3063,9722,,,,
7110,13.9,17.7,15.8,3045,9242,1202,9204,3051,9085,3153,9630,,
7111,16.5,15.8,16.15,1105,9096,904,9147,3143,9185,3013,L066,1506,9182
7112,15.6,15.8,15.7,3181,9054,1506,L097,3134,L070,3045,9254,3101,9238
7113,15.1,16.7,15.9,3081,9023,6800,9019,1508,9548,7001,9500,,
7114,15.8,15.8,15.8,7210,L066,1000,9181,300,9012,1113,9548,3102,9741
7115,12.4,18.8,15.6,502,8067,204,9081,7001,9500,1514,8411,,
7116,15.2,16.3,15.75,1506,8104,1104,9081,300,9252,,,,
7117,17.7,17.1,17.4,604,9081,1515,9129,3142,L130,506,9548,,
7118,18.9,14.4,16.65,300,9104,1507,9813,3063,8029,,,,
7119,13.2,18.5,15.85,6810,L282,1000,9023,6800,9189,,,,
7120,16.2,15.9,16.05,400,8184,602,9209,7005,8138,,,,
7121,18.2,14.4,16.3,1105,L236,7020,9504,902,9139,,,,
7122,14,15.9,14.95,1204,9554,1103,L227,3045,8309,,,,
7123,15.3,17.3,16.3,902,9448,400,9351,,,,,,
7124,16.1,14.6,15.35,501,9891,3102,9112,3135,9110,7210,L067,,
7125,15.6,16.9,16.25,507,9238,6800,9927,1114,9078,,,,
7126,16.5,14.2,15.35,3105,9013,7220,9861,1000,9209,,,,
7127,15.4,17.4,16.4,3054,9147,3118,9121,,,,,,
7128,14.9,11.3,13.1,6800,9189,1202,9023,3113,9010,903,L231,,
7129,12.6,17.2,14.9,3139,9164,1518,9125,300,L187,,,,
7130,13.2,15.9,14.55,1309,9011,3065,9058,6800,8029,,,,
7131,12.1,17.5,14.8,3063,9061,1000,9785,,,,,,
7132,18.1,13.9,16,3182,9152,3331,9645,,,,,,
7133,15.4,14.8,15.1,3105,9087,1000,9257,3102,9112,1518,9099,1103,9086
7134,17.1,17.6,17.35,150,9135,1000,9223,906,L188,,,,
7135,13.5,14.9,14.2,1000,9813,1506,L097,,,,,,
7136,18.9,15.8,17.35,1502,9790,3054,9242,7001,9500,,,,
7137,15.4,13.7,14.55,7035,L068,3163,9254,1110,9847,7001,9500,3123,9003
7138,14.1,15.2,14.65,1000,9817,3163,9723,1201,9129,3012,8016,3134,8005
7139,15.5,14.4,14.95,7030,9500,204,9152,1515,9099,3063,9061,,
7140,20,18.2,19.1,1000,9397,1502,L010,1502,L010,,,,
7141,16.9,15.9,16.4,1507,9554,5402,8399,7110,8011,1000,9078,,
7142,19.3,15.6,17.45,3081,9070,1506,L097,,,,,,
7143,16.6,13,14.8,1517,9210,1502,L010,3063,9186,1501,9071,,
7144,12.6,13.5,13.05,3102,9205,904,9147,3031,9994,1518,L221,7230,8143
7145,16.1,16.8,16.45,3043,L069,3105,L131,901,9554,3131,9807,901,9554
7146,16.5,13.7,15.1,1510,9707,3102,9147,3134,9043,,,,
7147,16.4,14.4,15.4,1000,L188,501,9891,,,,,,
7148,14.4,14.8,14.6,1110,9847,902,9204,3062,9675,7020,L066,,
7149,16.7,13,14.85,1107,9143,7020,L068,3135,8316,1107,9197,,
7150,14.8,16.5,15.65,1502,L010,7220,L067,3134,9043,1203,9113,,
7151,18.3,15.3,16.8,300,9113,1504,9078,3117,8015,1000,L218,3061,L024
7152,16.4,16.5,16.45,7005,9500,1503,9381,3087,9254,1103,L227,,
7153,15.9,15.6,15.75,1515,9099,1518,L209,1000,9181,1000,9019,3123,9130
7154,14.7,15.5,15.1,170,9254,605,9841,3117,9889,,,,
7155,14.8,14.6,14.7,300,9099,3162,9853,1103,L227,,,,
7156,12,14.8,13.4,300,9194,1506,9182,1516,9238,1000,9146,3163,9123
7157,19.2,16.5,17.85,604,9081,1000,9813,3163,9087,,,,
7158,13.7,14.8,14.25,502,8067,3117,L035,3163,9123,505,9773,,
7159,14.4,14.2,14.3,1518,9099,1110,9708,,,,,,
7160,12.1,15.7,13.9,604,9229,7075,9500,3102,9242,150,9219,,
7161,14.2,15.1,14.65,1502,9754,1114,9066,1104,9081,1517,9081,902,9006
7162,11,16.3,13.65,1000,9113,3152,L124,1517,A006,,,,
7163,16,19.6,17.8,3134,9058,6800,8014,,,,,,
7164,15.6,18.6,17.1,3163,9123,1503,L214,1105,L209,,,,
7165,16.6,17.9,17.25,300,9089,506,9548,3135,9104,1000,L218,,
7166,15.9,14.8,15.35,3092,9128,3063,9061,6800,9119,1518,9123,902,9145
7167,16.8,16.3,16.55,1511,9219,1114,9066,,,,,,
7168,15.3,13.1,14.2,300,9196,1516,9023,6800,9147,7075,9500,,
7169,13.6,17.8,15.7,1506,8104,7040,9500,1518,L221,,,,
7170,15.6,17.2,16.4,3102,9242,1000,9257,1110,9847,3101,9853,,
7171,18.9,17.8,18.35,1107,9143,3011,8005,1518,9123,1519,9104,,
7172,17.7,13.1,15.4,501,8408,3122,9119,1517,9081,400,9020,,
7173,13,17.1,15.05,1000,9098,3102,9147,300,9125,1503,9141,506,9548
7174,17.9,16.1,17,7230,8143,7002,9500,3152,9112,6810,L282,,
7175,16.5,17.6,17.05,901,9554,1107,9181,3117,9889,3031,9056,,
7176,14,17.8,15.9,1000,9146,501,9113,3101,9084,,,,
7177,17,15.1,16.05,3134,8005,300,9016,300,9041,,,,
7178,14.5,17.3,15.9,3134,9053,3331,L071,201,9204,,,,
7179,14.7,16.8,15.75,3032,8409,1000,9098,1113,9548,400,9020,,
7180,14.1,11.9,13,1105,9123,1517,A013,3153,9157,,,,
7181,15.7,15.8,15.75,6800,9019,6810,L282,3105,8514,,,,
7182,12.6,17,14.8,3023,9119,1518,9121,7230,9549,,,,
7183,18.4,14.9,16.65,1517,A013,1516,9157,6800,9257,3152,9119,,
7184,14.4,14.3,14.35,1000,9229,1000,9081,1519,9104,,,,
7185,17.9,19.7,18.8,1000,9123,502,8067,1000,9127,3064,9105,503,9240
7186,14.2,16.5,15.35,1507,9554,1507,9554,3135,9119,,,,
7187,19.1,16.5,17.8,1201,L237,7110,9995,6800,9156,,,,
7188,14.3,18.1,16.2,1000,9113,1518,L209,3135,9123,3131,9878,,
7189,16.2,16.4,16.3,1000,9223,1104,9081,602,9752,3117,8015,,
7190,11,18.1,14.55,1204,9707,7040,9500,1000,9113,3152,9112,1000,9113
7191,14.4,16.1,15.25,1502,9790,3042,9853,501,9119,604,9026,,
7192,13.8,15.6,14.7,3112,L134,3082,9148,3091,9005,,,,
7193,17.1,15.3,16.2,3134,9716,7110,9163,3011,8005,3103,9074,,
7194,16.2,19.3,17.75,1204,9707,3041,9752,1114,9066,,,,
7195,18,16,17,1510,9841,1518,L209,6800,9219,7093,9500,,
7196,17.6,18.7,18.15,7110,8011,1510,9841,,,,,,
7197,14.2,17.8,16,1000,9119,1000,9381,,,,,,
7198,17.7,16,16.85,1201,9752,604,9853,3118,9121,501,9141,1202,9023
7199,18.2,14.8,16.5,1506,9040,1110,9847,3181,9853,3143,9498,3155,9500
7200,16,11.6,13.8,501,8408,1105,9540,300,9016,,,,
7201,15.1,17.2,16.15,902,9145,3135,9117,3063,9801,,,,
7202,12.7,16,14.35,501,9113,3013,9500,,,,,,
7203,15,14,14.5,400,9112,1518,9099,6800,9157,1501,9071,,
7204,15,16.1,15.55,1504,8358,3062,9731,5402,8399,,,,
7205,18.1,15.8,16.95,3102,9991,7015,9833,3123,9003,604,9026,,
7206,15.4,14,14.7,1507,9554,1201,9752,3134,9870,1000,9499,,
7207,17.1,18.5,17.8,3135,9110,501,9011,3032,8311,1202,9196,,
7208,12.6,16.3,14.45,3045,8309,300,9252,1504,9078,501,9113,,
7209,14.5,14.7,14.6,507,9238,1103,9223,,,,,,
7210,19.4,16.4,17.9,1517,A013,501,9113,1203,9113,1000,9353,501,9448
7211,12.6,14.2,13.4,1203,9455,400,8184,3135,9117,,,,
7212,14.2,17.4,15.8,505,9773,903,9015,400,9494,7015,L068,,
7213,16.3,14.6,15.45,400,9139,1506,9182,,,,,,
7214,16.4,14.7,15.55,150,9238,1516,9002,,,,,,
7215,17.5,14.3,15.9,1518,9474,3181,9853,3134,9870,,,,
7216,15.4,18.2,16.8,1506,9182,3102,9119,1502,L010,,,,
7217,16.9,16.1,16.5,1307,9107,903,9015,7230,L066,,,,
7218,17,11.2,14.1,3103,9243,1506,9182,,,,,,
